registration_id,customer_id,registration_datetime,registration_source,device_type,browser,country
WEB00655,CUST00217,2025-08-28 12:51:04,Social Media,Mobile,Chrome,Australia
WEB00656,CUST00029,2025-05-15 01:58:23,Direct,Mobile,Safari,India
WEB00657,CUST00476,2025-11-07 20:53:14,Advertisement,Desktop,Chrome,India
WEB00658,CUST01425,2026-04-27 07:30:40,Direct,Mobile,Chrome,UK
WEB00659,CUST01426,2026-01-06 08:10:48,Organic Search,Desktop,Chrome,USA
WEB00660,CUST01197,2026-08-14 03:14:47,Advertisement,Desktop,Firefox,UK
WEB00661,CUST01485,2025-11-24 08:02:24,Referral,Mobile,Chrome,USA
WEB00662,CUST01603,2025-03-19 13:34:25,Referral,Tablet,Firefox,Australia
WEB00663,CUST01260,2025-03-21 01:59:05,Direct,Tablet,Safari,France
WEB00664,CUST00953,2025-02-17 22:32:16,Organic Search,Tablet,Firefox,Germany
WEB00665,CUST00396,2026-03-08 11:49:20,Direct,Desktop,Chrome,India
WEB00666,CUST00234,2026-04-11 07:42:42,Referral,Tablet,Safari,USA
WEB00667,CUST00216,2025-01-09 18:55:49,Social Media,Mobile,Chrome,UK
WEB00668,CUST00216,2026-04-21 21:15:40,Organic Search,Tablet,Safari,USA
WEB00669,CUST01473,2026-02-03 23:25:00,Organic Search,Mobile,Firefox,Singapore
WEB00670,CUST01362,2026-02-06 17:09:35,Referral,Tablet,Chrome,Australia
WEB00671,CUST01275,2025-09-08 06:02:29,Referral,Mobile,Chrome,Australia
WEB00672,CUST01017,2025-10-05 11:00:45,Referral,Tablet,Chrome,Singapore
WEB00673,CUST01117,2025-01-03 09:08:51,Organic Search,Mobile,Firefox,Germany
WEB00674,CUST00512,2026-05-27 07:50:11,Social Media,Tablet,Chrome,USA
WEB00675,CUST00038,2026-02-28 10:40:24,Advertisement,Desktop,Edge,Australia
WEB00676,CUST01665,2026-01-30 21:30:01,Advertisement,Desktop,Safari,Singapore
WEB00677,CUST01239,2026-07-22 23:28:03,Organic Search,Desktop,Safari,Germany
WEB00678,CUST01896,2026-05-31 01:08:34,Direct,Desktop,Chrome,UK
WEB00679,CUST01558,2025-05-02 13:56:56,Social Media,Tablet,Firefox,Singapore
WEB00680,CUST00771,2025-07-19 09:48:58,Organic Search,Mobile,Firefox,France
WEB00681,CUST00929,2025-06-14 10:20:38,Organic Search,Mobile,Edge,UK
WEB00682,CUST00771,2025-07-23 08:26:38,Social Media,Mobile,Chrome,Australia
WEB00683,CUST00103,2025-03-06 04:38:18,Social Media,Tablet,Edge,Germany
WEB00684,CUST00414,2025-12-30 16:39:39,Direct,Mobile,Firefox,Australia
WEB00685,CUST00580,2025-03-19 14:19:18,Direct,Tablet,Firefox,Germany
WEB00686,CUST01777,2026-07-23 22:57:39,Direct,Tablet,Edge,USA
WEB00687,CUST00349,2025-03-21 17:17:24,Direct,Mobile,Safari,Germany
WEB00688,CUST00098,2025-06-19 23:26:14,Referral,Tablet,Chrome,Germany
WEB00689,CUST01237,2025-04-05 15:46:49,Direct,Mobile,Firefox,Australia
WEB00690,CUST00605,2026-04-18 12:46:20,Organic Search,Mobile,Firefox,France
WEB00691,CUST00244,2026-05-12 09:46:17,Referral,Tablet,Chrome,India
WEB00692,CUST00770,2026-01-17 10:02:03,Organic Search,Desktop,Edge,France
WEB00693,CUST00082,2025-12-09 06:30:30,Social Media,Desktop,Chrome,Germany
WEB00694,CUST00891,2025-11-07 17:56:03,Social Media,Desktop,Edge,Germany
WEB00695,CUST01637,2025-05-17 11:50:22,Direct,Desktop,Firefox,France
WEB00696,CUST01129,2025-12-30 02:18:19,Organic Search,Mobile,Safari,France
WEB00697,CUST01844,2025-07-18 16:02:49,Social Media,Tablet,Chrome,Germany
WEB00698,CUST01989,2025-08-20 21:38:48,Organic Search,Desktop,Edge,France
WEB00699,CUST01688,2026-05-03 06:04:30,Organic Search,Mobile,Edge,USA
WEB00700,CUST01536,2026-06-13 01:30:21,Referral,Mobile,Safari,France
WEB00701,CUST01168,2025-05-07 06:05:22,Direct,Desktop,Safari,Singapore
WEB00702,CUST00171,2026-01-18 13:53:45,Organic Search,Desktop,Safari,Australia
WEB00703,CUST00714,2025-12-27 13:51:02,Advertisement,Tablet,Safari,Singapore
WEB00704,CUST01824,2026-07-20 17:56:09,Direct,Desktop,Chrome,USA
WEB00705,CUST00161,2025-10-31 02:04:44,Direct,Mobile,Chrome,Germany
WEB00706,CUST01555,2025-08-30 19:53:15,Referral,Tablet,Edge,Australia
WEB00707,CUST00781,2026-07-24 10:05:07,Advertisement,Desktop,Firefox,UK
WEB00708,CUST01858,2026-07-17 20:08:51,Direct,Tablet,Edge,Australia
WEB00709,CUST00368,2026-03-31 05:36:33,Referral,Tablet,Safari,France
WEB00710,CUST00855,2026-07-12 01:37:28,Advertisement,Tablet,Firefox,Germany
WEB00711,CUST01617,2026-03-04 01:18:01,Advertisement,Mobile,Firefox,Singapore
WEB00712,CUST00829,2025-07-17 09:16:05,Direct,Tablet,Edge,India
WEB00713,CUST01668,2026-03-25 18:18:31,Referral,Mobile,Firefox,India
WEB00714,CUST00725,2026-08-17 08:30:13,Direct,Mobile,Edge,USA
WEB00715,CUST00940,2026-07-19 13:22:44,Organic Search,Tablet,Firefox,Australia
WEB00716,CUST01424,2026-04-03 05:13:06,Referral,Desktop,Firefox,Australia
WEB00717,CUST00615,2025-06-02 17:40:31,Referral,Desktop,Edge,Singapore
WEB00718,CUST01619,2026-04-06 08:05:40,Organic Search,Mobile,Safari,India
WEB00719,CUST01399,2025-01-21 14:06:13,Direct,Mobile,Edge,India
WEB00720,CUST01748,2026-01-09 10:39:32,Organic Search,Mobile,Firefox,Australia
WEB00721,CUST01255,2025-06-22 18:40:27,Organic Search,Desktop,Chrome,USA
WEB00722,CUST01723,2025-03-31 10:12:40,Direct,Desktop,Edge,UK
WEB00723,CUST01162,2026-06-28 16:00:58,Advertisement,Tablet,Safari,France
WEB00724,CUST00921,2026-03-20 04:39:40,Referral,Desktop,Firefox,UK
WEB00725,CUST01852,2026-02-21 15:32:51,Organic Search,Tablet,Edge,Germany
WEB00726,CUST00867,2026-01-04 16:27:43,Advertisement,Mobile,Firefox,UK
WEB00727,CUST00560,2025-04-03 21:37:39,Direct,Desktop,Firefox,France
WEB00728,CUST01625,2025-11-14 03:17:13,Advertisement,Desktop,Safari,India
WEB00729,CUST00662,2025-07-22 11:23:05,Direct,Tablet,Edge,Singapore
WEB00730,CUST00053,2026-08-15 22:22:56,Direct,Mobile,Firefox,Singapore
WEB00731,CUST00110,2025-12-25 05:10:58,Direct,Mobile,Safari,Australia
WEB00732,CUST01455,2026-05-28 01:42:35,Direct,Mobile,Firefox,France
WEB00733,CUST00440,2025-04-08 03:09:38,Referral,Mobile,Firefox,UK
WEB00734,CUST00768,2025-06-25 06:45:40,Advertisement,Desktop,Firefox,Germany
WEB00735,CUST00940,2025-12-23 20:52:58,Social Media,Mobile,Safari,Germany
WEB00736,CUST00770,2026-08-03 18:36:43,Referral,Desktop,Edge,UK
WEB00737,CUST01642,2025-02-14 03:16:02,Organic Search,Tablet,Safari,Singapore
WEB00738,CUST01685,2025-03-12 12:13:00,Direct,Tablet,Firefox,USA
WEB00739,CUST00379,2026-03-10 04:46:19,Direct,Mobile,Firefox,Singapore
WEB00740,CUST00123,2025-03-07 19:47:49,Social Media,Desktop,Safari,Australia
WEB00741,CUST01047,2025-06-29 01:40:14,Referral,Mobile,Chrome,France
WEB00742,CUST01697,2026-01-29 05:35:11,Social Media,Tablet,Safari,Singapore
WEB00743,CUST00618,2025-09-12 17:01:31,Organic Search,Mobile,Safari,UK
WEB00744,CUST00798,2026-03-29 13:17:13,Direct,Desktop,Chrome,UK
WEB00745,CUST01571,2025-01-09 08:19:29,Direct,Tablet,Firefox,Singapore
WEB00746,CUST00863,2026-01-20 00:52:53,Direct,Mobile,Edge,France
WEB00747,CUST01277,2026-01-20 05:24:58,Referral,Tablet,Chrome,France
WEB00748,CUST01769,2025-06-09 12:28:47,Social Media,Tablet,Chrome,Australia
WEB00749,CUST00110,2026-02-13 19:52:27,Organic Search,Mobile,Chrome,Australia
WEB00750,CUST00104,2025-09-15 08:37:16,Referral,Desktop,Safari,Germany
WEB00751,CUST00326,2026-06-05 18:25:34,Referral,Mobile,Edge,India
WEB00752,CUST01046,2026-04-03 08:15:34,Direct,Desktop,Firefox,Germany
WEB00753,CUST01528,2026-03-10 15:14:39,Direct,Desktop,Edge,UK
WEB00754,CUST00250,2025-11-09 21:19:54,Social Media,Tablet,Safari,Germany
WEB00755,CUST01357,2026-02-08 03:16:25,Organic Search,Tablet,Chrome,Germany
WEB00756,CUST00166,2025-03-25 19:19:16,Organic Search,Tablet,Chrome,UK
WEB00757,CUST00233,2025-09-08 20:11:10,Direct,Tablet,Firefox,Germany
WEB00758,CUST01860,2025-08-07 17:48:50,Referral,Tablet,Firefox,Singapore
WEB00759,CUST00604,2025-02-13 06:24:50,Direct,Mobile,Firefox,India
WEB00760,CUST00831,2026-04-28 04:10:59,Referral,Tablet,Edge,USA
WEB00761,CUST00545,2026-01-20 04:07:48,Organic Search,Mobile,Firefox,USA
WEB00762,CUST00682,2025-07-16 22:43:21,Direct,Tablet,Firefox,India
WEB00763,CUST00943,2025-01-14 03:03:16,Direct,Desktop,Safari,Australia
WEB00764,CUST00412,2026-08-01 17:00:57,Referral,Desktop,Safari,Germany
WEB00765,CUST00052,2026-01-28 04:34:16,Advertisement,Mobile,Safari,India
WEB00766,CUST01401,2026-04-26 23:34:32,Advertisement,Mobile,Safari,UK
WEB00767,CUST01061,2025-02-14 14:01:12,Direct,Tablet,Chrome,Australia
WEB00768,CUST01084,2026-06-30 04:07:31,Organic Search,Desktop,Chrome,India
WEB00769,CUST00333,2025-02-05 10:08:09,Referral,Mobile,Firefox,Singapore
WEB00770,CUST01438,2026-06-29 10:35:41,Direct,Tablet,Safari,Australia
WEB00771,CUST01469,2025-12-05 00:54:11,Referral,Mobile,Edge,Singapore
WEB00772,CUST00965,2026-06-03 01:25:47,Referral,Tablet,Safari,Australia
WEB00773,CUST01097,2026-07-03 10:04:09,Referral,Mobile,Edge,USA
WEB00774,CUST00760,2026-06-08 20:29:31,Advertisement,Tablet,Safari,Germany
WEB00775,CUST01575,2026-03-08 01:13:46,Advertisement,Desktop,Chrome,India
WEB00776,CUST01835,2025-03-04 08:11:17,Referral,Desktop,Chrome,UK
WEB00777,CUST01260,2026-02-22 11:04:47,Referral,Tablet,Safari,France
WEB00778,CUST00206,2025-11-10 07:27:53,Organic Search,Desktop,Edge,India
WEB00779,CUST01819,2026-04-19 13:39:13,Direct,Tablet,Safari,UK
WEB00780,CUST01095,2026-08-08 08:33:33,Organic Search,Tablet,Chrome,Germany
WEB00781,CUST01910,2025-10-02 12:37:19,Advertisement,Mobile,Safari,India
WEB00782,CUST01456,2025-06-11 08:51:39,Advertisement,Desktop,Safari,Singapore
WEB00783,CUST01246,2026-03-11 22:35:50,Direct,Desktop,Safari,USA
WEB00784,CUST00634,2025-05-24 06:00:15,Social Media,Tablet,Edge,France
WEB00785,CUST01255,2025-10-13 00:19:15,Organic Search,Tablet,Edge,Australia
WEB00786,CUST00455,2026-02-25 00:17:24,Social Media,Mobile,Safari,Germany
WEB00787,CUST00711,2026-07-21 00:42:45,Referral,Tablet,Chrome,USA
WEB00788,CUST01288,2026-03-16 03:44:07,Organic Search,Desktop,Safari,UK
WEB00789,CUST01868,2026-03-01 13:09:59,Referral,Mobile,Chrome,UK
WEB00790,CUST01079,2025-11-06 14:08:45,Social Media,Mobile,Edge,USA
WEB00791,CUST01630,2025-06-29 22:11:50,Referral,Desktop,Safari,France
WEB00792,CUST00875,2026-05-23 22:30:17,Social Media,Desktop,Edge,France
WEB00793,CUST00499,2025-08-06 15:24:20,Direct,Mobile,Chrome,France
WEB00794,CUST00188,2025-05-08 11:30:45,Advertisement,Desktop,Edge,Germany
WEB00795,CUST00528,2026-01-17 01:52:12,Referral,Desktop,Firefox,India
WEB00796,CUST00227,2026-06-30 14:36:15,Organic Search,Tablet,Edge,UK
WEB00797,CUST01484,2025-10-11 02:05:08,Referral,Mobile,Firefox,France
WEB00798,CUST00207,2025-08-09 09:31:56,Social Media,Tablet,Firefox,Australia
WEB00799,CUST00703,2026-05-01 21:47:59,Referral,Tablet,Firefox,Singapore
WEB00800,CUST01760,2026-01-13 12:25:50,Referral,Mobile,Chrome,Australia
WEB00801,CUST01646,2025-04-18 08:37:55,Referral,Mobile,Chrome,Singapore
WEB00802,CUST01668,2026-01-04 17:36:22,Advertisement,Desktop,Firefox,Singapore
WEB00803,CUST01834,2025-08-10 22:23:48,Social Media,Mobile,Edge,Germany
WEB00804,CUST01020,2025-01-10 23:06:25,Referral,Desktop,Safari,Singapore
WEB00805,CUST00231,2026-01-17 10:29:41,Advertisement,Desktop,Edge,UK
WEB00806,CUST00443,2025-08-16 14:08:33,Direct,Tablet,Chrome,India
WEB00807,CUST01042,2025-05-05 05:37:37,Social Media,Desktop,Chrome,Germany
WEB00808,CUST00400,2026-03-13 14:40:55,Organic Search,Tablet,Edge,Germany
WEB00809,CUST01776,2025-05-05 12:37:18,Social Media,Tablet,Chrome,Singapore
WEB00810,CUST00866,2025-04-18 17:39:09,Referral,Desktop,Safari,France
WEB00811,CUST01104,2025-04-18 19:03:35,Social Media,Mobile,Firefox,France
WEB00812,CUST00228,2026-05-23 22:54:23,Advertisement,Mobile,Firefox,Singapore
WEB00813,CUST00292,2025-09-14 01:39:08,Organic Search,Desktop,Firefox,India
WEB00814,CUST01598,2025-12-05 06:26:17,Advertisement,Desktop,Chrome,France
WEB00815,CUST01583,2026-05-08 07:11:45,Referral,Desktop,Firefox,Germany
WEB00816,CUST01208,2025-08-31 12:17:28,Social Media,Mobile,Edge,Australia
WEB00817,CUST00411,2025-06-09 23:24:16,Advertisement,Desktop,Safari,USA
WEB00818,CUST00927,2026-08-12 04:10:18,Social Media,Mobile,Chrome,Singapore
WEB00819,CUST00991,2025-12-29 21:16:31,Social Media,Desktop,Edge,India
WEB00820,CUST00511,2026-01-16 03:39:54,Direct,Tablet,Chrome,UK
WEB00821,CUST01936,2025-06-26 01:36:10,Social Media,Desktop,Edge,Australia
WEB00822,CUST00866,2026-07-06 18:35:12,Advertisement,Mobile,Safari,USA
WEB00823,CUST01780,2025-07-17 19:37:59,Referral,Desktop,Chrome,Australia
WEB00824,CUST01044,2026-08-19 11:04:11,Referral,Mobile,Chrome,France
WEB00825,CUST01220,2026-01-05 17:48:49,Advertisement,Mobile,Safari,Germany
WEB00826,CUST01949,2025-10-01 15:17:52,Organic Search,Tablet,Edge,Australia
WEB00827,CUST00314,2026-03-03 15:55:21,Referral,Mobile,Chrome,Australia
WEB00828,CUST01169,2025-08-04 13:40:00,Direct,Mobile,Chrome,Singapore
WEB00829,CUST00773,2026-05-09 17:31:31,Referral,Desktop,Chrome,Singapore
WEB00830,CUST00388,2026-06-02 10:39:21,Social Media,Desktop,Safari,France
WEB00831,CUST00475,2025-02-28 19:00:25,Social Media,Mobile,Safari,France
WEB00832,CUST00373,2025-01-07 03:18:05,Direct,Tablet,Edge,Australia
WEB00833,CUST01353,2025-02-10 21:58:13,Referral,Mobile,Firefox,UK
WEB00834,CUST01262,2025-10-03 15:38:06,Social Media,Tablet,Edge,Singapore
WEB00835,CUST01523,2026-01-31 21:01:29,Direct,Tablet,Edge,UK
WEB00836,CUST01618,2026-01-19 20:31:02,Organic Search,Mobile,Chrome,Germany
WEB00837,CUST01249,2025-06-03 22:03:54,Organic Search,Tablet,Chrome,USA
WEB00838,CUST00641,2026-04-29 00:18:55,Referral,Tablet,Safari,USA
WEB00839,CUST01217,2025-02-24 10:55:29,Direct,Tablet,Chrome,USA
WEB00840,CUST01225,2026-02-13 07:59:57,Direct,Mobile,Safari,France
WEB00841,CUST00626,2025-01-12 23:48:50,Referral,Tablet,Safari,USA
WEB00842,CUST01771,2026-05-29 14:03:52,Organic Search,Mobile,Safari,Germany
WEB00843,CUST00906,2026-02-07 06:35:14,Social Media,Desktop,Chrome,Germany
WEB00844,CUST00970,2025-11-27 17:59:59,Advertisement,Desktop,Safari,UK
WEB00845,CUST01965,2026-01-25 03:06:25,Organic Search,Mobile,Firefox,Germany
WEB00846,CUST00920,2025-07-06 00:02:41,Social Media,Desktop,Safari,USA
WEB00847,CUST01819,2025-01-06 11:57:47,Direct,Tablet,Safari,India
WEB00848,CUST00710,2025-08-15 03:49:02,Referral,Mobile,Firefox,Australia
WEB00849,CUST01426,2025-06-28 05:44:32,Advertisement,Tablet,Firefox,Germany
WEB00850,CUST01902,2026-02-19 06:09:07,Organic Search,Tablet,Safari,France
WEB00851,CUST01735,2025-10-08 00:10:08,Direct,Tablet,Firefox,Australia
WEB00852,CUST00352,2026-07-29 02:22:06,Organic Search,Mobile,Safari,USA
WEB00853,CUST01417,2026-01-13 01:20:35,Social Media,Desktop,Safari,Australia
WEB00854,CUST00424,2026-02-09 15:56:29,Organic Search,Desktop,Edge,India
WEB00855,CUST01278,2026-02-10 13:00:25,Referral,Tablet,Safari,Australia
WEB00856,CUST01492,2025-06-24 06:21:00,Referral,Mobile,Chrome,India
WEB00857,CUST01514,2025-11-20 23:35:34,Direct,Desktop,Edge,France
WEB00858,CUST01730,2026-06-27 10:38:10,Direct,Tablet,Firefox,USA
WEB00859,CUST00495,2026-08-15 21:25:35,Direct,Tablet,Safari,France
WEB00860,CUST00299,2025-07-10 10:33:11,Referral,Mobile,Safari,UK
WEB00861,CUST01929,2026-02-13 19:28:31,Referral,Tablet,Chrome,UK
WEB00862,CUST01309,2025-02-18 19:47:48,Referral,Mobile,Firefox,Australia
WEB00863,CUST00869,2025-04-09 11:44:36,Advertisement,Desktop,Chrome,USA
WEB00864,CUST00853,2025-09-02 13:45:11,Advertisement,Desktop,Firefox,India
WEB00865,CUST00089,2026-03-11 04:07:23,Organic Search,Mobile,Safari,USA
WEB00866,CUST01972,2025-04-18 12:36:59,Direct,Tablet,Chrome,Germany
WEB00867,CUST00376,2025-05-08 22:58:58,Social Media,Desktop,Edge,UK
WEB00868,CUST01404,2026-03-03 11:25:47,Direct,Tablet,Chrome,France
WEB00869,CUST01325,2025-04-11 04:45:18,Advertisement,Desktop,Chrome,UK
WEB00870,CUST01926,2025-02-13 04:30:45,Social Media,Mobile,Edge,Singapore
WEB00871,CUST01330,2026-01-11 20:09:53,Organic Search,Tablet,Chrome,India
WEB00872,CUST01854,2025-10-28 00:37:06,Referral,Tablet,Firefox,India
WEB00873,CUST01085,2025-11-03 16:46:13,Referral,Tablet,Chrome,UK
WEB00874,CUST01061,2025-11-26 10:42:34,Direct,Mobile,Chrome,Australia
WEB00875,CUST01005,2026-07-19 03:48:53,Referral,Mobile,Safari,Australia
WEB00876,CUST01859,2026-07-18 19:03:15,Referral,Desktop,Chrome,Singapore
WEB00877,CUST01268,2025-12-14 11:40:11,Direct,Desktop,Firefox,Singapore
WEB00878,CUST01824,2026-01-27 12:49:14,Advertisement,Desktop,Safari,India
WEB00879,CUST01443,2025-11-07 23:24:55,Direct,Desktop,Safari,Germany
WEB00880,CUST01104,2025-08-07 07:54:05,Organic Search,Tablet,Safari,USA
WEB00881,CUST00404,2025-03-23 06:21:22,Direct,Desktop,Safari,India
WEB00882,CUST01312,2026-01-22 13:19:44,Organic Search,Tablet,Edge,India
WEB00883,CUST00412,2026-05-29 11:09:44,Referral,Desktop,Safari,India
WEB00884,CUST01473,2026-02-23 13:39:46,Referral,Mobile,Chrome,Australia
WEB00885,CUST00073,2025-12-31 17:00:02,Organic Search,Mobile,Edge,Singapore
WEB00886,CUST00843,2025-09-06 09:42:45,Advertisement,Desktop,Chrome,Germany
WEB00887,CUST01208,2026-08-04 21:19:41,Organic Search,Tablet,Firefox,India
WEB00888,CUST00731,2025-10-27 16:02:21,Advertisement,Mobile,Edge,France
WEB00889,CUST00747,2025-10-07 10:25:08,Social Media,Mobile,Safari,Singapore
WEB00890,CUST00109,2026-07-25 01:42:58,Referral,Mobile,Chrome,France
WEB00891,CUST01874,2025-04-24 18:41:36,Social Media,Mobile,Edge,Singapore
WEB00892,CUST00073,2025-06-04 02:19:39,Social Media,Tablet,Chrome,USA
WEB00893,CUST00671,2025-05-01 04:08:09,Social Media,Tablet,Chrome,Australia
WEB00894,CUST01792,2026-02-13 03:18:14,Social Media,Tablet,Safari,USA
WEB00895,CUST01130,2026-02-14 02:26:40,Referral,Mobile,Chrome,USA
WEB00896,CUST00978,2026-02-25 12:31:26,Social Media,Desktop,Edge,UK
WEB00897,CUST00692,2026-07-08 14:08:37,Direct,Desktop,Chrome,USA
WEB00898,CUST00123,2025-01-15 20:50:33,Direct,Desktop,Safari,UK
WEB00899,CUST00713,2025-05-27 11:06:48,Referral,Mobile,Edge,France
WEB00900,CUST01076,2025-08-22 20:46:17,Organic Search,Tablet,Safari,UK
WEB00901,CUST00726,2025-05-07 07:33:19,Advertisement,Tablet,Chrome,Singapore
WEB00902,CUST00945,2025-01-25 07:36:58,Direct,Desktop,Edge,France
WEB00903,CUST01221,2025-05-22 22:09:11,Social Media,Tablet,Firefox,USA
WEB00904,CUST00888,2025-03-28 11:17:04,Organic Search,Desktop,Edge,Australia
WEB00905,CUST00734,2026-07-16 08:33:21,Advertisement,Mobile,Safari,Germany
WEB00906,CUST01728,2025-02-16 05:49:03,Social Media,Tablet,Firefox,UK
WEB00907,CUST00296,2025-05-08 18:35:05,Direct,Mobile,Safari,USA
WEB00908,CUST01063,2025-05-31 17:06:42,Referral,Mobile,Safari,Australia
WEB00909,CUST00331,2026-03-01 15:34:53,Direct,Tablet,Safari,Germany
WEB00910,CUST00274,2026-02-18 08:14:28,Referral,Desktop,Safari,Germany
WEB00911,CUST01055,2026-06-02 00:45:53,Social Media,Mobile,Edge,Australia
WEB00912,CUST00086,2025-03-30 08:07:22,Direct,Desktop,Chrome,Germany
WEB00913,CUST00868,2026-05-23 20:41:56,Referral,Tablet,Edge,Germany
WEB00914,CUST00578,2025-08-24 09:47:36,Social Media,Desktop,Safari,France
WEB00915,CUST01746,2026-05-05 16:54:00,Organic Search,Tablet,Chrome,France
WEB00916,CUST00419,2025-12-08 10:22:27,Organic Search,Desktop,Firefox,Germany
WEB00917,CUST00085,2025-10-17 13:56:17,Referral,Tablet,Safari,Singapore
WEB00918,CUST00134,2025-05-02 20:39:19,Social Media,Mobile,Edge,USA
WEB00919,CUST00530,2025-01-21 14:12:55,Advertisement,Tablet,Firefox,Germany
WEB00920,CUST00036,2025-06-04 00:56:36,Referral,Desktop,Chrome,Australia
WEB00921,CUST01385,2025-05-13 17:59:37,Referral,Desktop,Safari,France
WEB00922,CUST00081,2025-11-28 05:04:30,Referral,Tablet,Firefox,Germany
WEB00923,CUST01369,2026-03-03 17:51:11,Social Media,Tablet,Edge,Australia
WEB00924,CUST00483,2026-02-22 00:44:58,Organic Search,Tablet,Firefox,Singapore
WEB00925,CUST00154,2026-05-10 06:20:14,Advertisement,Tablet,Safari,Singapore
WEB00926,CUST00776,2025-10-11 13:26:21,Direct,Tablet,Edge,USA
WEB00927,CUST00494,2025-05-24 14:00:50,Direct,Tablet,Firefox,Singapore
WEB00928,CUST01032,2025-08-05 10:22:50,Advertisement,Mobile,Safari,India
WEB00929,CUST00456,2025-07-22 09:50:17,Referral,Mobile,Safari,France
WEB00930,CUST01864,2026-05-22 10:38:45,Direct,Desktop,Chrome,France
WEB00931,CUST01919,2026-01-24 16:34:00,Referral,Tablet,Edge,France
WEB00932,CUST00692,2026-05-12 15:07:50,Direct,Desktop,Chrome,USA
WEB00933,CUST01842,2025-06-23 03:25:22,Organic Search,Mobile,Safari,France
WEB00934,CUST01949,2025-06-11 19:50:03,Direct,Desktop,Firefox,Singapore
WEB00935,CUST01964,2026-05-17 10:19:45,Referral,Desktop,Chrome,Singapore
WEB00936,CUST00639,2026-03-04 00:17:04,Referral,Desktop,Chrome,UK
WEB00937,CUST00293,2025-01-26 09:24:43,Advertisement,Tablet,Chrome,Singapore
WEB00938,CUST01300,2026-01-07 15:22:31,Direct,Desktop,Firefox,UK
WEB00939,CUST01391,2025-01-15 17:57:26,Advertisement,Tablet,Edge,India
WEB00940,CUST00970,2025-02-11 22:55:18,Advertisement,Desktop,Edge,UK
WEB00941,CUST01046,2025-02-21 08:11:58,Referral,Tablet,Chrome,Australia
WEB00942,CUST00743,2025-02-07 14:13:11,Referral,Tablet,Edge,UK
WEB00943,CUST01503,2025-10-04 06:26:49,Organic Search,Tablet,Edge,Germany
WEB00944,CUST01664,2025-01-01 04:07:50,Referral,Tablet,Edge,UK
WEB00945,CUST00424,2025-11-26 00:21:16,Advertisement,Tablet,Edge,USA
WEB00946,CUST01770,2025-03-29 01:49:24,Referral,Desktop,Chrome,India
WEB00947,CUST00060,2025-05-29 15:30:22,Advertisement,Tablet,Safari,France
WEB00948,CUST01338,2025-03-12 15:01:46,Referral,Mobile,Edge,Singapore
WEB00949,CUST00227,2025-05-30 00:55:05,Organic Search,Desktop,Chrome,UK
WEB00950,CUST00395,2025-03-02 21:36:27,Social Media,Tablet,Edge,France
WEB00951,CUST01012,2025-11-15 18:51:08,Advertisement,Tablet,Edge,Australia
WEB00952,CUST00509,2025-08-29 11:13:15,Organic Search,Tablet,Safari,France
WEB00953,CUST01960,2026-06-26 15:36:14,Organic Search,Mobile,Edge,USA
WEB00954,CUST01471,2026-03-07 06:18:57,Direct,Mobile,Safari,Australia
WEB00955,CUST00071,2025-08-30 21:34:33,Social Media,Desktop,Edge,USA
WEB00956,CUST00632,2025-09-30 21:17:03,Referral,Tablet,Edge,France
WEB00957,CUST01175,2025-01-12 10:40:54,Advertisement,Desktop,Chrome,France
WEB00958,CUST00304,2025-11-25 20:24:53,Social Media,Desktop,Chrome,Singapore
WEB00959,CUST00396,2025-11-27 10:54:48,Referral,Mobile,Edge,Germany
WEB00960,CUST00072,2025-07-20 06:41:14,Direct,Desktop,Edge,Singapore
WEB00961,CUST00145,2025-06-29 23:58:05,Social Media,Tablet,Edge,Germany
WEB00962,CUST01914,2026-01-27 23:26:13,Direct,Mobile,Edge,Singapore
WEB00963,CUST01248,2026-01-13 13:55:06,Direct,Desktop,Chrome,USA
WEB00964,CUST00590,2025-07-17 13:43:29,Referral,Mobile,Edge,USA
WEB00965,CUST00750,2026-04-01 07:43:31,Organic Search,Mobile,Chrome,Australia
WEB00966,CUST01056,2025-07-04 19:18:53,Direct,Mobile,Firefox,UK
WEB00967,CUST01487,2025-09-13 07:49:24,Advertisement,Desktop,Chrome,France
WEB00968,CUST00583,2026-07-18 03:57:32,Referral,Tablet,Edge,Germany
WEB00969,CUST00738,2026-02-18 00:12:18,Social Media,Desktop,Edge,Singapore
WEB00970,CUST00992,2025-09-19 17:47:13,Advertisement,Tablet,Edge,Germany
WEB00971,CUST00201,2025-12-13 00:30:20,Social Media,Desktop,Chrome,UK
WEB00972,CUST00407,2025-09-24 07:25:12,Referral,Desktop,Chrome,India
WEB00973,CUST01466,2025-04-15 07:42:51,Direct,Mobile,Safari,France
WEB00974,CUST01644,2025-02-13 07:09:20,Organic Search,Desktop,Safari,USA
WEB00975,CUST01307,2026-05-08 04:16:05,Advertisement,Mobile,Chrome,Germany
WEB00976,CUST01852,2026-07-04 02:30:54,Social Media,Desktop,Firefox,Australia
WEB00977,CUST01807,2026-06-16 06:02:11,Direct,Desktop,Edge,Singapore
WEB00978,CUST01310,2025-08-08 15:20:44,Advertisement,Mobile,Safari,Germany
WEB00979,CUST01394,2025-09-06 06:42:35,Social Media,Desktop,Edge,India
WEB00980,CUST00665,2026-02-10 09:39:55,Referral,Desktop,Chrome,UK
WEB00981,CUST00026,2025-08-03 11:20:18,Direct,Desktop,Safari,Australia
