interaction_id,customer_id,agent_id,interaction_datetime,channel,call_reason,duration_minutes,outcome,satisfaction_score
CALL00587,CUST00149,AG003,2026-03-16 12:00:00,Phone,Cancellation,10,No Response,5
CALL00588,CUST00220,AG002,2026-03-17 06:00:00,Chat,Complaint,57,Follow-up Required,5
CALL00589,CUST00192,AG004,2026-03-18 00:00:00,Phone,Cancellation,35,No Response,2
CALL00590,CUST00233,AG002,2026-03-18 18:00:00,Email,Billing,47,No Response,1
CALL00591,CUST00324,AG004,2026-03-19 12:00:00,Chat,Product Query,57,Resolved,4
CALL00592,CUST00221,AG002,2026-03-20 06:00:00,Phone,Cancellation,23,Escalated,4
CALL00593,CUST00047,AG004,2026-03-21 00:00:00,Email,Technical Support,6,No Response,3
CALL00594,CUST00127,AG003,2026-03-21 18:00:00,Chat,Complaint,11,Resolved,4
CALL00595,CUST00291,AG002,2026-03-22 12:00:00,Chat,Product Query,43,Follow-up Required,4
CALL00596,CUST00215,AG005,2026-03-23 06:00:00,Chat,Cancellation,51,Resolved,2
CALL00597,CUST00007,AG005,2026-03-24 00:00:00,Chat,Technical Support,27,No Response,1
CALL00598,CUST00184,AG004,2026-03-24 18:00:00,Email,Product Query,55,Resolved,5
CALL00599,CUST00116,AG003,2026-03-25 12:00:00,Email,Billing,31,Resolved,2
CALL00600,CUST00052,AG004,2026-03-26 06:00:00,Email,Cancellation,59,Follow-up Required,5
CALL00601,CUST00366,AG003,2026-03-27 00:00:00,Email,Cancellation,30,Resolved,2
CALL00602,CUST00046,AG001,2026-03-27 18:00:00,Phone,Billing,3,Follow-up Required,2
CALL00603,CUST00393,AG002,2026-03-28 12:00:00,Email,Cancellation,13,Follow-up Required,4
CALL00604,CUST00442,AG003,2026-03-29 06:00:00,Chat,Complaint,59,Resolved,5
CALL00605,CUST00023,AG004,2026-03-30 00:00:00,Chat,Cancellation,54,No Response,2
CALL00606,CUST00131,AG001,2026-03-30 18:00:00,Chat,Complaint,40,Escalated,4
CALL00607,CUST00127,AG004,2026-03-31 12:00:00,Chat,Cancellation,21,Resolved,3
CALL00608,CUST00445,AG005,2026-04-01 06:00:00,Phone,Technical Support,43,Resolved,5
CALL00609,CUST00265,AG005,2026-04-02 00:00:00,Chat,Technical Support,11,Resolved,2
CALL00610,CUST00309,AG002,2026-04-02 18:00:00,Chat,Product Query,45,Escalated,3
CALL00611,CUST00196,AG002,2026-04-03 12:00:00,Chat,Technical Support,3,Escalated,4
CALL00612,CUST00433,AG001,2026-04-04 06:00:00,Email,Billing,38,Follow-up Required,2
CALL00613,CUST00473,AG005,2026-04-05 00:00:00,Email,Product Query,31,Escalated,4
CALL00614,CUST00454,AG003,2026-04-05 18:00:00,Phone,Technical Support,24,Escalated,4
CALL00615,CUST00048,AG005,2026-04-06 12:00:00,Phone,Complaint,42,Resolved,4
CALL00616,CUST00379,AG002,2026-04-07 06:00:00,Phone,Cancellation,51,Follow-up Required,5
CALL00617,CUST00082,AG004,2026-04-08 00:00:00,Chat,Technical Support,12,No Response,3
CALL00618,CUST00109,AG001,2026-04-08 18:00:00,Phone,Complaint,46,Follow-up Required,3
CALL00619,CUST00263,AG005,2026-04-09 12:00:00,Email,Product Query,43,Escalated,1
CALL00620,CUST00355,AG003,2026-04-10 06:00:00,Email,Cancellation,27,Escalated,2
CALL00621,CUST00031,AG003,2026-04-11 00:00:00,Email,Technical Support,21,Resolved,4
CALL00622,CUST00358,AG003,2026-04-11 18:00:00,Chat,Product Query,25,No Response,2
CALL00623,CUST00056,AG001,2026-04-12 12:00:00,Chat,Technical Support,30,No Response,3
CALL00624,CUST00480,AG003,2026-04-13 06:00:00,Phone,Product Query,30,No Response,3
CALL00625,CUST00355,AG003,2026-04-14 00:00:00,Phone,Technical Support,58,Escalated,4
CALL00626,CUST00189,AG005,2026-04-14 18:00:00,Phone,Complaint,10,Escalated,5
CALL00627,CUST00476,AG001,2026-04-15 12:00:00,Phone,Billing,3,Follow-up Required,4
CALL00628,CUST00492,AG004,2026-04-16 06:00:00,Chat,Complaint,13,Escalated,4
CALL00629,CUST00005,AG004,2026-04-17 00:00:00,Email,Cancellation,27,No Response,1
CALL00630,CUST00286,AG003,2026-04-17 18:00:00,Chat,Technical Support,18,No Response,5
CALL00631,CUST00278,AG002,2026-04-18 12:00:00,Phone,Billing,59,No Response,2
CALL00632,CUST00145,AG001,2026-04-19 06:00:00,Chat,Billing,45,Resolved,5
CALL00633,CUST00394,AG002,2026-04-20 00:00:00,Email,Cancellation,24,Follow-up Required,4
CALL00634,CUST00455,AG001,2026-04-20 18:00:00,Chat,Cancellation,46,Follow-up Required,4
CALL00635,CUST00196,AG001,2026-04-21 12:00:00,Email,Billing,14,Escalated,4
CALL00636,CUST00426,AG005,2026-04-22 06:00:00,Phone,Cancellation,39,Resolved,4
CALL00637,CUST00027,AG003,2026-04-23 00:00:00,Chat,Cancellation,44,Follow-up Required,4
CALL00638,CUST00127,AG005,2026-04-23 18:00:00,Phone,Technical Support,57,Resolved,5
CALL00639,CUST00135,AG002,2026-04-24 12:00:00,Phone,Complaint,4,Resolved,4
CALL00640,CUST00023,AG002,2026-04-25 06:00:00,Email,Product Query,16,Escalated,3
CALL00641,CUST00331,AG004,2026-04-26 00:00:00,Email,Billing,51,Resolved,3
CALL00642,CUST00117,AG005,2026-04-26 18:00:00,Phone,Product Query,10,Follow-up Required,1
CALL00643,CUST00392,AG005,2026-04-27 12:00:00,Email,Billing,48,Escalated,2
CALL00644,CUST00008,AG005,2026-04-28 06:00:00,Email,Billing,37,Follow-up Required,3
CALL00645,CUST00101,AG004,2026-04-29 00:00:00,Phone,Complaint,27,Resolved,1
CALL00646,CUST00261,AG005,2026-04-29 18:00:00,Phone,Billing,48,Resolved,5
CALL00647,CUST00199,AG005,2026-04-30 12:00:00,Email,Billing,1,No Response,2
CALL00648,CUST00086,AG005,2026-05-01 06:00:00,Phone,Complaint,5,Escalated,4
CALL00649,CUST00228,AG005,2026-05-02 00:00:00,Phone,Cancellation,13,Escalated,4
CALL00650,CUST00386,AG002,2026-05-02 18:00:00,Email,Product Query,45,No Response,5
CALL00651,CUST00472,AG003,2026-05-03 12:00:00,Chat,Billing,3,Follow-up Required,2
CALL00652,CUST00179,AG002,2026-05-04 06:00:00,Chat,Complaint,17,Follow-up Required,3
CALL00653,CUST00450,AG005,2026-05-05 00:00:00,Phone,Billing,19,Resolved,2
CALL00654,CUST00240,AG001,2026-05-05 18:00:00,Email,Complaint,37,Escalated,1
CALL00655,CUST00012,AG001,2026-05-06 12:00:00,Phone,Product Query,5,Resolved,5
CALL00656,CUST00303,AG004,2026-05-07 06:00:00,Email,Technical Support,47,No Response,3
CALL00657,CUST00234,AG002,2026-05-08 00:00:00,Phone,Cancellation,42,Resolved,2
CALL00658,CUST00183,AG004,2026-05-08 18:00:00,Phone,Technical Support,44,Follow-up Required,2
CALL00659,CUST00282,AG004,2026-05-09 12:00:00,Email,Complaint,24,Follow-up Required,3
CALL00660,CUST00358,AG001,2026-05-10 06:00:00,Phone,Billing,43,No Response,1
CALL00661,CUST00376,AG002,2026-05-11 00:00:00,Chat,Cancellation,33,Follow-up Required,1
CALL00662,CUST00429,AG003,2026-05-11 18:00:00,Chat,Product Query,55,No Response,2
CALL00663,CUST00190,AG002,2026-05-12 12:00:00,Email,Cancellation,21,Escalated,4
CALL00664,CUST00326,AG004,2026-05-13 06:00:00,Phone,Billing,3,No Response,3
CALL00665,CUST00215,AG005,2026-05-14 00:00:00,Chat,Technical Support,4,No Response,1
CALL00666,CUST00258,AG004,2026-05-14 18:00:00,Email,Complaint,51,No Response,1
CALL00667,CUST00026,AG002,2026-05-15 12:00:00,Email,Technical Support,32,Follow-up Required,1
CALL00668,CUST00270,AG001,2026-05-16 06:00:00,Email,Cancellation,24,Escalated,5
CALL00669,CUST00082,AG002,2026-05-17 00:00:00,Chat,Billing,52,Resolved,4
CALL00670,CUST00358,AG003,2026-05-17 18:00:00,Chat,Complaint,35,Escalated,1
CALL00671,CUST00185,AG005,2026-05-18 12:00:00,Chat,Billing,18,Follow-up Required,4
CALL00672,CUST00288,AG005,2026-05-19 06:00:00,Chat,Billing,3,Escalated,2
CALL00673,CUST00062,AG004,2026-05-20 00:00:00,Phone,Cancellation,39,Escalated,2
CALL00674,CUST00371,AG002,2026-05-20 18:00:00,Chat,Technical Support,54,No Response,5
CALL00675,CUST00462,AG001,2026-05-21 12:00:00,Email,Billing,26,No Response,4
CALL00676,CUST00030,AG003,2026-05-22 06:00:00,Phone,Billing,53,Follow-up Required,3
CALL00677,CUST00397,AG004,2026-05-23 00:00:00,Chat,Billing,24,No Response,5
CALL00678,CUST00424,AG002,2026-05-23 18:00:00,Phone,Complaint,59,Follow-up Required,1
CALL00679,CUST00031,AG001,2026-05-24 12:00:00,Email,Billing,1,Resolved,2
CALL00680,CUST00293,AG002,2026-05-25 06:00:00,Chat,Billing,51,Escalated,2
CALL00681,CUST00173,AG001,2026-05-26 00:00:00,Phone,Cancellation,50,Resolved,3
CALL00682,CUST00102,AG002,2026-05-26 18:00:00,Chat,Billing,34,Resolved,5
CALL00683,CUST00128,AG002,2026-05-27 12:00:00,Phone,Billing,59,Escalated,4
CALL00684,CUST00086,AG004,2026-05-28 06:00:00,Phone,Cancellation,12,No Response,2
CALL00685,CUST00315,AG002,2026-05-29 00:00:00,Email,Complaint,17,Resolved,1
CALL00686,CUST00028,AG002,2026-05-29 18:00:00,Email,Technical Support,21,Escalated,3
CALL00687,CUST00122,AG004,2026-05-30 12:00:00,Chat,Cancellation,21,Resolved,3
CALL00688,CUST00251,AG004,2026-05-31 06:00:00,Chat,Complaint,3,Resolved,3
CALL00689,CUST00061,AG005,2026-06-01 00:00:00,Phone,Technical Support,44,Escalated,1
CALL00690,CUST00403,AG005,2026-06-01 18:00:00,Email,Billing,28,No Response,3
CALL00691,CUST00171,AG004,2026-06-02 12:00:00,Email,Cancellation,25,Follow-up Required,4
CALL00692,CUST00443,AG003,2026-06-03 06:00:00,Phone,Billing,44,Escalated,4
CALL00693,CUST00272,AG001,2026-06-04 00:00:00,Email,Cancellation,6,Follow-up Required,5
CALL00694,CUST00325,AG004,2026-06-04 18:00:00,Email,Technical Support,42,Escalated,5
CALL00695,CUST00300,AG005,2026-06-05 12:00:00,Phone,Complaint,30,Escalated,4
CALL00696,CUST00113,AG002,2026-06-06 06:00:00,Chat,Cancellation,32,Follow-up Required,1
CALL00697,CUST00194,AG004,2026-06-07 00:00:00,Chat,Complaint,22,Follow-up Required,5
CALL00698,CUST00394,AG004,2026-06-07 18:00:00,Chat,Billing,58,No Response,3
CALL00699,CUST00431,AG005,2026-06-08 12:00:00,Phone,Billing,38,Escalated,4
CALL00700,CUST00019,AG005,2026-06-09 06:00:00,Chat,Technical Support,14,Escalated,2
