engagement_id,campaign_id,customer_id,platform,post_date,post_type,impressions,clicks,likes,comments,shares,engagement_rate
SOC00526,CAMP01217,CUST01053,X,2025-08-25,Image,159828,2740,3901,2513,28,0.0574
SOC00527,CAMP01923,CUST01758,YouTube,2025-07-13,Text,196041,1216,5919,1984,1681,0.0551
SOC00528,CAMP01636,CUST00190,X,2026-05-01,Image,99667,3442,2630,2749,1222,0.1008
SOC00529,CAMP01947,CUST01186,LinkedIn,2025-12-10,Video,41938,11725,5216,1722,18,0.4454
SOC00530,CAMP01536,CUST00070,X,2025-03-13,Text,104899,2128,873,2976,3080,0.0863
SOC00531,CAMP00498,CUST01586,Facebook,2025-05-02,Reel,25623,14857,1875,353,2483,0.5
SOC00532,CAMP00744,CUST01340,LinkedIn,2025-06-25,Reel,188256,8451,919,48,1037,0.0555
SOC00533,CAMP00771,CUST00831,X,2026-02-18,Story,8049,5408,7295,1252,1328,0.5
SOC00534,CAMP01251,CUST00876,Facebook,2025-12-23,Story,158975,1165,2106,1443,4616,0.0587
SOC00535,CAMP00204,CUST01964,YouTube,2026-03-26,Reel,149696,4765,10371,1713,2694,0.1306
SOC00536,CAMP01053,CUST00836,Instagram,2025-09-14,Story,176391,14769,4944,2372,154,0.1261
SOC00537,CAMP01815,CUST01997,Facebook,2025-01-16,Reel,156179,6466,3067,2302,1301,0.0841
SOC00538,CAMP00441,CUST00783,YouTube,2025-07-04,Text,135098,2549,6743,2763,1692,0.1018
SOC00539,CAMP01040,CUST01844,LinkedIn,2026-01-29,Text,41395,14050,663,893,4160,0.4775
SOC00540,CAMP00531,CUST00348,Facebook,2025-07-11,Reel,75676,765,6363,1545,1727,0.1374
SOC00541,CAMP01309,CUST00246,X,2025-01-19,Story,112109,7169,6584,1876,2442,0.1612
SOC00542,CAMP01421,CUST01121,Instagram,2026-04-25,Text,185091,5024,5123,723,3508,0.0777
SOC00543,CAMP01194,CUST01859,LinkedIn,2025-01-29,Text,119724,6092,8981,1649,321,0.1424
SOC00544,CAMP01447,CUST00761,LinkedIn,2026-03-03,Video,51137,7152,10433,1045,4931,0.4607
SOC00545,CAMP00526,CUST00765,YouTube,2025-03-30,Video,70186,6656,8685,1110,724,0.2447
SOC00546,CAMP01436,CUST00147,Facebook,2026-04-09,Story,64213,12379,9932,1213,4748,0.4403
SOC00547,CAMP00146,CUST01108,Instagram,2025-05-17,Reel,136577,1271,5041,1491,3098,0.0798
SOC00548,CAMP00677,CUST01857,Facebook,2025-12-07,Video,46092,9259,4711,2378,2094,0.4001
SOC00549,CAMP00874,CUST00659,LinkedIn,2026-05-30,Text,198833,9143,610,215,4729,0.0739
SOC00550,CAMP01019,CUST01000,Instagram,2025-04-24,Text,143178,14752,6114,2802,3185,0.1875
SOC00551,CAMP01138,CUST00693,Facebook,2025-11-29,Image,45668,13749,11369,632,3427,0.5
SOC00552,CAMP00394,CUST00500,YouTube,2026-04-27,Video,117768,6010,10628,1377,4593,0.192
SOC00553,CAMP01078,CUST00374,YouTube,2025-02-02,Image,54596,8282,1394,2220,1287,0.2415
SOC00554,CAMP01383,CUST01409,Instagram,2025-09-17,Image,115223,1422,2256,2875,3750,0.0894
SOC00555,CAMP00734,CUST01086,LinkedIn,2026-07-28,Text,99868,12246,10750,102,1089,0.2422
SOC00556,CAMP00713,CUST01700,LinkedIn,2026-05-02,Text,140596,13665,4241,2077,757,0.1475
SOC00557,CAMP00713,CUST00487,X,2025-10-06,Image,42991,13034,6873,1655,2167,0.5
SOC00558,CAMP00649,CUST00600,Facebook,2025-01-18,Image,165821,8621,7198,1386,4596,0.1315
SOC00559,CAMP01326,CUST01383,LinkedIn,2025-11-25,Story,155585,13004,4985,1290,3267,0.1449
SOC00560,CAMP00697,CUST01858,Facebook,2025-01-28,Story,52938,7673,5363,321,2246,0.2947
SOC00561,CAMP00364,CUST00250,X,2026-02-26,Text,165454,2219,10115,334,902,0.082
SOC00562,CAMP00097,CUST01183,LinkedIn,2025-07-09,Reel,152794,6775,6698,1516,2117,0.112
SOC00563,CAMP01011,CUST00214,Instagram,2026-05-15,Reel,65142,653,11778,2298,3258,0.2761
SOC00564,CAMP00882,CUST00521,Instagram,2025-09-17,Reel,104729,2832,494,1175,336,0.0462
SOC00565,CAMP01793,CUST00039,LinkedIn,2025-12-18,Story,1366,1366,1489,2150,2165,0.5
SOC00566,CAMP01064,CUST01406,X,2025-04-15,Reel,178342,5530,5883,386,4297,0.0903
SOC00567,CAMP00913,CUST01338,LinkedIn,2026-01-08,Reel,137630,376,8090,1822,169,0.076
SOC00568,CAMP00140,CUST01240,LinkedIn,2025-10-20,Reel,8936,4896,11490,2650,4572,0.5
SOC00569,CAMP01535,CUST01849,YouTube,2025-02-21,Video,151783,6659,11258,26,3273,0.1398
SOC00570,CAMP00744,CUST01847,Facebook,2026-01-28,Video,47650,5370,11290,359,4475,0.4511
SOC00571,CAMP00391,CUST01074,Instagram,2025-02-02,Text,102017,6897,5410,2094,3152,0.1721
SOC00572,CAMP01973,CUST01772,YouTube,2026-07-01,Video,36774,4153,8344,2808,968,0.4425
SOC00573,CAMP00065,CUST00134,Instagram,2025-06-04,Image,3688,3688,3310,1932,3924,0.5
SOC00574,CAMP00918,CUST01208,YouTube,2025-10-02,Reel,12128,7518,11210,74,547,0.5
SOC00575,CAMP00656,CUST01515,YouTube,2025-11-23,Story,5748,2799,10258,444,309,0.5
SOC00576,CAMP00801,CUST01267,X,2026-01-15,Text,134023,11267,9087,568,1111,0.1644
SOC00577,CAMP01126,CUST00731,X,2026-06-19,Image,186826,3888,8079,302,506,0.0684
SOC00578,CAMP01173,CUST00428,Instagram,2025-10-23,Video,158276,14401,2269,2140,1258,0.1268
SOC00579,CAMP01238,CUST00034,YouTube,2025-04-14,Story,190410,5168,8418,804,75,0.076
SOC00580,CAMP00732,CUST01495,Facebook,2026-07-17,Text,105665,1780,8243,2862,1678,0.1378
SOC00581,CAMP00168,CUST00010,Facebook,2026-07-15,Text,70142,8089,3689,507,4507,0.2394
SOC00582,CAMP00244,CUST01640,X,2025-08-26,Story,166930,13158,11881,180,2552,0.1664
SOC00583,CAMP01705,CUST01847,Facebook,2025-06-07,Reel,43424,8155,4176,2465,3706,0.4261
SOC00584,CAMP01598,CUST01985,Facebook,2026-03-08,Story,128043,5181,7862,755,4932,0.1463
SOC00585,CAMP01860,CUST00536,Instagram,2026-05-04,Reel,28730,12977,11704,2284,2469,0.5
SOC00586,CAMP01593,CUST00442,Instagram,2025-03-05,Image,129427,7789,9670,1791,1841,0.163
SOC00587,CAMP00727,CUST01496,YouTube,2025-06-19,Reel,51729,6925,9304,2246,3151,0.4181
SOC00588,CAMP01461,CUST01112,Instagram,2025-06-19,Story,47331,1753,8340,2828,1116,0.2966
SOC00589,CAMP01032,CUST00424,LinkedIn,2025-08-30,Video,152073,10001,811,363,4816,0.1052
SOC00590,CAMP00545,CUST01943,X,2025-12-14,Reel,193142,2075,456,1278,1031,0.0251
SOC00591,CAMP00873,CUST00933,YouTube,2026-02-23,Story,135763,11108,8718,341,4605,0.1825
SOC00592,CAMP01128,CUST01440,LinkedIn,2026-05-14,Video,99327,12234,231,1741,2962,0.1728
SOC00593,CAMP01087,CUST00596,X,2026-06-10,Image,144685,8743,8086,2739,1582,0.1462
SOC00594,CAMP00941,CUST00664,YouTube,2025-08-30,Text,192634,7716,8954,1065,3444,0.1099
SOC00595,CAMP00389,CUST01987,LinkedIn,2025-05-27,Video,160156,13593,2729,1522,3525,0.1334
SOC00596,CAMP01359,CUST00090,X,2025-02-09,Story,81219,3635,3679,377,2301,0.123
SOC00597,CAMP00775,CUST00893,X,2026-04-06,Story,109869,1415,10170,360,2504,0.1315
SOC00598,CAMP01436,CUST01957,Facebook,2025-05-22,Image,90684,13852,5774,66,4074,0.2621
SOC00599,CAMP00245,CUST01998,X,2026-08-16,Reel,103193,3938,8215,1114,3722,0.1646
SOC00600,CAMP00788,CUST01283,Facebook,2025-07-17,Image,141857,12942,3957,2017,76,0.1339
SOC00601,CAMP01842,CUST00164,X,2025-08-27,Video,44179,2307,1847,5,3660,0.177
SOC00602,CAMP01555,CUST01642,Instagram,2026-03-09,Story,160842,5693,2387,2632,3049,0.0856
SOC00603,CAMP01130,CUST00460,YouTube,2025-02-28,Video,102178,12075,2773,1858,2161,0.1846
SOC00604,CAMP01249,CUST00159,X,2025-05-29,Video,47606,3048,3667,492,3027,0.215
SOC00605,CAMP00158,CUST01249,LinkedIn,2025-12-07,Text,180846,3018,8483,1460,1493,0.0799
SOC00606,CAMP01476,CUST01156,YouTube,2025-10-06,Story,198866,5335,5257,1745,4494,0.0846
SOC00607,CAMP00192,CUST00517,LinkedIn,2025-05-23,Text,107485,10428,5901,2686,2596,0.2011
SOC00608,CAMP01424,CUST01842,Instagram,2025-07-26,Text,8774,8774,3516,2223,1022,0.5
SOC00609,CAMP00512,CUST01234,YouTube,2025-02-25,Reel,117428,10621,7198,2531,2440,0.1941
SOC00610,CAMP01545,CUST01262,X,2026-06-05,Reel,10988,4913,11589,896,1864,0.5
SOC00611,CAMP01301,CUST00320,LinkedIn,2025-12-26,Story,173257,11318,9836,148,894,0.1281
SOC00612,CAMP01140,CUST00761,YouTube,2026-06-14,Image,23816,7142,11332,1150,2468,0.5
SOC00613,CAMP00371,CUST01140,YouTube,2025-07-29,Video,150095,5641,5234,2653,1344,0.0991
SOC00614,CAMP01229,CUST00598,X,2026-04-24,Image,113231,14242,1317,2772,2619,0.185
SOC00615,CAMP01224,CUST01170,LinkedIn,2025-06-30,Reel,141911,14938,3107,1398,554,0.1409
SOC00616,CAMP00217,CUST00200,LinkedIn,2025-08-03,Image,127705,14139,2845,1007,1412,0.1519
SOC00617,CAMP00973,CUST01340,Instagram,2026-06-27,Reel,65805,8033,6300,1797,1461,0.2673
SOC00618,CAMP01061,CUST00007,Facebook,2025-08-12,Video,180044,6815,1465,806,2549,0.0646
SOC00619,CAMP00490,CUST01557,Facebook,2025-03-07,Text,159480,1532,5124,398,117,0.045
SOC00620,CAMP01815,CUST00687,YouTube,2026-01-06,Story,90365,13495,7121,264,813,0.2401
SOC00621,CAMP01118,CUST01867,X,2025-09-24,Reel,172691,4165,4985,2916,2811,0.0861
SOC00622,CAMP00570,CUST01138,Facebook,2026-06-04,Video,157008,5796,6544,1816,1855,0.102
SOC00623,CAMP01590,CUST00733,X,2026-03-02,Story,70850,5200,6101,2301,233,0.1953
SOC00624,CAMP00797,CUST01800,Facebook,2026-05-13,Text,123026,7238,1544,1404,4721,0.1212
SOC00625,CAMP00210,CUST01240,X,2026-01-05,Story,38526,5601,2256,919,4185,0.3364
SOC00626,CAMP01195,CUST01971,Facebook,2025-03-20,Video,83403,3202,7796,2877,925,0.1775
SOC00627,CAMP01248,CUST00291,Facebook,2026-01-17,Image,78718,5156,5438,2917,1065,0.1852
SOC00628,CAMP00596,CUST00197,Instagram,2025-12-16,Image,115154,3719,4239,1778,685,0.0905
SOC00629,CAMP00207,CUST01920,LinkedIn,2026-04-25,Video,66611,11387,6573,2762,4146,0.3733
SOC00630,CAMP00421,CUST00574,Facebook,2025-01-12,Video,43733,10434,5639,710,150,0.3872
SOC00631,CAMP01155,CUST01439,Instagram,2025-07-22,Story,74863,35,7524,345,4923,0.1713
SOC00632,CAMP01811,CUST00064,LinkedIn,2025-04-02,Image,152937,11691,8708,174,3660,0.1585
SOC00633,CAMP00518,CUST00212,LinkedIn,2025-09-27,Reel,8012,8012,1250,1054,26,0.5
SOC00634,CAMP00126,CUST00691,X,2026-08-19,Story,108831,8569,343,2698,3097,0.1351
SOC00635,CAMP01332,CUST01658,LinkedIn,2025-07-15,Story,112524,7336,8052,263,3740,0.1723
SOC00636,CAMP00487,CUST01307,YouTube,2025-01-21,Reel,164918,9609,10638,2239,1008,0.1425
SOC00637,CAMP01334,CUST00152,Instagram,2025-06-02,Video,42988,899,8463,585,495,0.2429
SOC00638,CAMP01269,CUST00832,YouTube,2026-03-18,Text,74035,4681,1366,1793,2019,0.1332
SOC00639,CAMP00866,CUST00668,LinkedIn,2025-08-07,Video,8635,8635,10451,2526,994,0.5
SOC00640,CAMP01682,CUST01625,LinkedIn,2025-04-30,Image,39007,13518,6503,1354,959,0.5
SOC00641,CAMP00942,CUST00181,X,2025-07-21,Reel,147543,3460,28,1704,3415,0.0583
SOC00642,CAMP00268,CUST00134,Facebook,2026-02-19,Reel,97371,10387,11315,124,3493,0.26
SOC00643,CAMP00609,CUST00657,YouTube,2025-09-10,Image,146249,13933,407,2824,4439,0.1477
SOC00644,CAMP00623,CUST01279,Facebook,2025-06-19,Reel,98827,13050,11443,1732,688,0.2723
SOC00645,CAMP00520,CUST01586,X,2026-05-26,Image,144589,11184,9053,1625,287,0.1532
SOC00646,CAMP01631,CUST01998,YouTube,2025-10-28,Video,64463,11588,8997,375,3777,0.3837
SOC00647,CAMP01210,CUST01677,X,2025-07-27,Image,117237,9555,10789,354,3335,0.205
SOC00648,CAMP00331,CUST00375,LinkedIn,2026-05-24,Story,121274,7039,7653,2273,1699,0.1539
SOC00649,CAMP00674,CUST00760,LinkedIn,2025-09-22,Image,131680,13302,1348,2918,2269,0.1506
SOC00650,CAMP00124,CUST01930,Facebook,2025-05-03,Image,60634,10106,6079,2676,2377,0.3503
SOC00651,CAMP00102,CUST01130,YouTube,2025-09-14,Text,63738,13722,1910,1287,3623,0.3223
SOC00652,CAMP00083,CUST01537,X,2026-04-14,Reel,118948,2108,1916,2774,4035,0.0911
SOC00653,CAMP00086,CUST01456,Instagram,2025-06-18,Story,180573,1377,1043,2091,3884,0.0465
SOC00654,CAMP01794,CUST00647,Instagram,2025-04-22,Reel,106960,5494,5881,171,2658,0.1328
SOC00655,CAMP00526,CUST00908,LinkedIn,2025-10-14,Text,88395,2091,7963,1658,2069,0.1559
SOC00656,CAMP01635,CUST00848,LinkedIn,2026-06-19,Image,5303,5303,4013,1295,1930,0.5
SOC00657,CAMP01340,CUST01890,YouTube,2026-06-01,Video,18585,13124,8513,2095,4512,0.5
SOC00658,CAMP00935,CUST00214,YouTube,2026-06-09,Reel,133708,2615,10897,1810,1915,0.1289
SOC00659,CAMP01827,CUST00308,X,2025-06-14,Image,30351,12937,3788,1161,2591,0.5
SOC00660,CAMP01815,CUST01366,LinkedIn,2026-05-20,Image,82563,12321,175,1353,2614,0.1994
SOC00661,CAMP01290,CUST01226,YouTube,2025-10-18,Story,20609,926,8548,336,4055,0.5
SOC00662,CAMP00189,CUST01123,Instagram,2025-07-17,Text,160652,5683,7245,1981,821,0.0979
SOC00663,CAMP00232,CUST01039,LinkedIn,2025-10-15,Text,48935,7454,799,1570,197,0.2048
SOC00664,CAMP00075,CUST00362,Facebook,2026-03-04,Image,145386,13765,10058,1525,1387,0.1839
SOC00665,CAMP00933,CUST00472,Facebook,2026-02-17,Story,96199,7667,7361,2723,56,0.1851
SOC00666,CAMP00978,CUST01052,YouTube,2026-04-14,Story,158342,12402,556,324,2784,0.1015
SOC00667,CAMP00963,CUST00128,YouTube,2025-10-26,Text,94900,6433,7978,896,4860,0.2125
SOC00668,CAMP01551,CUST01914,YouTube,2025-04-25,Text,53400,4069,6926,460,1016,0.2335
SOC00669,CAMP00143,CUST01944,Facebook,2025-05-16,Text,192698,11526,222,1369,564,0.071
SOC00670,CAMP00147,CUST01937,X,2025-05-06,Video,149601,158,6510,1923,3066,0.0779
SOC00671,CAMP01567,CUST01363,YouTube,2025-08-08,Text,129210,7429,6010,1221,4818,0.1507
SOC00672,CAMP00697,CUST01589,Facebook,2025-03-13,Image,132041,1021,680,2402,1286,0.0408
SOC00673,CAMP01589,CUST00467,YouTube,2025-04-14,Text,174739,608,4417,174,410,0.0321
SOC00674,CAMP00280,CUST00285,Facebook,2026-01-23,Text,184088,1212,8456,48,3183,0.0701
SOC00675,CAMP01595,CUST01332,X,2025-02-22,Image,32911,2061,6973,2992,4861,0.5
SOC00676,CAMP01437,CUST00727,YouTube,2025-12-10,Story,130709,4389,4993,1025,617,0.0843
SOC00677,CAMP00195,CUST01831,LinkedIn,2025-04-08,Text,183085,14319,7146,2902,2811,0.1484
SOC00678,CAMP00535,CUST01219,Facebook,2025-05-21,Text,23371,333,5329,666,2511,0.3782
SOC00679,CAMP00771,CUST00481,LinkedIn,2025-02-28,Reel,170406,13738,1026,1527,1299,0.1032
SOC00680,CAMP01092,CUST00351,Facebook,2025-12-10,Reel,108239,7003,649,2837,3750,0.1316
SOC00681,CAMP01056,CUST00445,X,2025-02-24,Reel,16458,12469,7567,239,1511,0.5
SOC00682,CAMP00016,CUST01748,YouTube,2026-07-13,Reel,128383,8755,4721,991,1576,0.125
SOC00683,CAMP01173,CUST01725,Instagram,2025-03-26,Story,64114,10895,9112,1836,1927,0.3707
SOC00684,CAMP00857,CUST01380,YouTube,2025-07-31,Text,184137,11752,1223,1348,3817,0.0985
SOC00685,CAMP00862,CUST01251,Facebook,2025-08-12,Reel,180141,10175,9793,1146,247,0.1186
SOC00686,CAMP00163,CUST00549,X,2025-03-11,Image,57039,13362,8617,2194,1651,0.4527
SOC00687,CAMP00215,CUST00503,LinkedIn,2025-03-27,Reel,166042,14483,9938,913,3774,0.1753
SOC00688,CAMP01802,CUST01752,YouTube,2025-10-23,Text,72871,420,9381,351,3863,0.1923
SOC00689,CAMP00274,CUST00978,LinkedIn,2025-10-18,Image,41855,3331,645,1532,3791,0.2222
SOC00690,CAMP01299,CUST01380,Instagram,2025-09-11,Text,164867,14761,1976,856,4335,0.133
SOC00691,CAMP01336,CUST01930,Facebook,2025-06-02,Video,95214,11642,2132,233,932,0.1569
SOC00692,CAMP01103,CUST01642,X,2026-08-08,Text,122346,8590,1375,2698,239,0.1055
SOC00693,CAMP00389,CUST01327,Facebook,2026-05-15,Reel,55718,7378,8747,277,700,0.3069
SOC00694,CAMP00659,CUST01283,LinkedIn,2025-07-24,Video,89677,9784,11634,1935,1322,0.2752
SOC00695,CAMP01146,CUST01487,YouTube,2025-03-10,Reel,165287,10991,9878,1393,1894,0.1461
SOC00696,CAMP00052,CUST01920,Instagram,2025-08-27,Video,144714,3389,5401,1477,4835,0.1044
SOC00697,CAMP01747,CUST01336,Instagram,2026-03-03,Reel,196945,12797,10892,2063,4627,0.1543
SOC00698,CAMP00771,CUST01719,Facebook,2026-05-05,Reel,6952,6952,8857,1927,467,0.5
SOC00699,CAMP00590,CUST01891,LinkedIn,2025-02-13,Reel,161562,11412,8431,721,756,0.132
SOC00700,CAMP00410,CUST01893,Instagram,2025-05-13,Text,77876,5176,2746,1908,649,0.1346
SOC00701,CAMP01927,CUST01384,LinkedIn,2026-08-01,Text,146061,12573,9623,672,4334,0.1862
SOC00702,CAMP00999,CUST01854,X,2025-08-05,Video,83568,6068,1951,737,76,0.1057
SOC00703,CAMP00810,CUST00983,Facebook,2026-03-01,Reel,34450,6987,6872,2777,2092,0.5
SOC00704,CAMP00209,CUST01239,LinkedIn,2026-04-19,Image,17918,5512,3713,2847,1330,0.5
SOC00705,CAMP01978,CUST01435,Instagram,2026-05-30,Image,198797,7897,8481,754,4325,0.1079
SOC00706,CAMP01116,CUST01704,X,2026-08-09,Video,193004,2481,8962,1018,2948,0.0798
SOC00707,CAMP00462,CUST00343,Facebook,2025-02-24,Video,66070,2888,6975,1459,3217,0.2201
SOC00708,CAMP01653,CUST00737,YouTube,2025-07-16,Video,195714,4953,6350,1244,1277,0.0706
SOC00709,CAMP01079,CUST01590,LinkedIn,2025-12-30,Text,158033,10365,14,898,3829,0.0956
SOC00710,CAMP00830,CUST00199,X,2025-03-19,Reel,120127,11094,10022,334,4843,0.2189
SOC00711,CAMP01584,CUST00852,YouTube,2025-01-05,Image,104064,9647,8177,2530,4081,0.2348
SOC00712,CAMP00101,CUST00974,X,2025-11-16,Image,67492,4090,134,1573,2303,0.12
SOC00713,CAMP01057,CUST00812,LinkedIn,2025-08-10,Story,167101,2051,6363,750,77,0.0553
SOC00714,CAMP01164,CUST00256,YouTube,2025-04-10,Story,130270,11140,6601,1814,3061,0.1736
SOC00715,CAMP01674,CUST01252,Instagram,2026-08-09,Video,180905,9946,293,279,2948,0.0744
SOC00716,CAMP01871,CUST00413,Facebook,2025-10-06,Story,185480,6987,5129,1509,1145,0.0796
SOC00717,CAMP00933,CUST00231,X,2025-08-07,Reel,183159,6967,846,2206,194,0.0558
SOC00718,CAMP01880,CUST01174,YouTube,2026-07-16,Image,174859,14588,1958,2274,3152,0.1257
SOC00719,CAMP00939,CUST00121,Instagram,2025-12-09,Video,128381,9397,10107,1959,3976,0.1982
SOC00720,CAMP00760,CUST00512,YouTube,2025-05-27,Image,65248,5425,4296,1010,1361,0.1853
SOC00721,CAMP01067,CUST01717,X,2025-11-04,Video,89996,4946,1514,2929,2938,0.137
SOC00722,CAMP00861,CUST00030,LinkedIn,2026-04-06,Text,142602,14458,5891,1788,4699,0.1882
SOC00723,CAMP01030,CUST00102,Instagram,2025-07-06,Video,110189,7337,6388,2127,3044,0.1715
SOC00724,CAMP00579,CUST00587,Instagram,2025-06-04,Reel,31639,773,4630,648,4104,0.321
SOC00725,CAMP01900,CUST00454,YouTube,2025-02-04,Image,149329,2699,1351,434,3777,0.0553
SOC00726,CAMP01817,CUST01118,Facebook,2025-12-03,Image,134921,1493,10903,2824,59,0.1132
SOC00727,CAMP01497,CUST00438,YouTube,2026-06-03,Image,54038,1824,815,2537,3332,0.1574
SOC00728,CAMP00420,CUST00979,Instagram,2025-02-12,Story,48037,3912,4449,2232,2057,0.2633
SOC00729,CAMP01702,CUST00159,X,2026-02-01,Story,145613,5789,7991,634,722,0.1039
SOC00730,CAMP01113,CUST00629,Instagram,2025-03-07,Reel,162362,13229,10497,743,2074,0.1635
SOC00731,CAMP01293,CUST00540,YouTube,2026-08-06,Video,193743,11720,8381,1458,947,0.1162
SOC00732,CAMP00981,CUST01434,LinkedIn,2025-04-15,Video,139774,11003,7012,273,2724,0.1503
SOC00733,CAMP01340,CUST00298,YouTube,2026-01-04,Reel,147731,14413,5301,1409,1838,0.1554
SOC00734,CAMP00176,CUST00517,YouTube,2026-08-18,Image,3229,3229,9809,501,4019,0.5
SOC00735,CAMP01793,CUST01518,LinkedIn,2025-03-05,Video,99779,14585,5559,2156,4087,0.2645
SOC00736,CAMP01006,CUST01435,X,2025-11-10,Reel,112757,131,7098,449,4350,0.1067
SOC00737,CAMP01072,CUST00689,Instagram,2025-09-22,Reel,21534,57,5144,111,3398,0.4045
SOC00738,CAMP01128,CUST00408,YouTube,2025-01-20,Text,91064,12306,9351,2121,2892,0.2929
SOC00739,CAMP01911,CUST01832,X,2025-06-07,Story,14407,6520,595,1826,3244,0.5
SOC00740,CAMP00551,CUST00146,Facebook,2026-02-12,Story,187788,12802,2609,27,3485,0.1008
SOC00741,CAMP00720,CUST01739,YouTube,2026-07-13,Image,27944,1959,10120,1981,2535,0.5
SOC00742,CAMP00348,CUST00724,Instagram,2026-03-07,Text,110133,3922,1141,786,1425,0.066
SOC00743,CAMP01132,CUST00591,Facebook,2025-05-07,Story,148036,12798,7277,2987,4141,0.1838
SOC00744,CAMP00893,CUST01720,Instagram,2025-12-19,Text,23279,376,7374,1205,433,0.4033
SOC00745,CAMP00542,CUST01806,YouTube,2025-09-23,Video,74513,13814,1642,530,1091,0.2292
SOC00746,CAMP01932,CUST01478,LinkedIn,2025-07-23,Story,158902,14564,3109,84,33,0.112
SOC00747,CAMP00774,CUST00118,LinkedIn,2026-07-18,Reel,103286,4379,3647,342,1585,0.0964
SOC00748,CAMP01916,CUST01408,Instagram,2025-04-04,Image,175712,5595,5602,755,114,0.0687
SOC00749,CAMP01624,CUST01706,LinkedIn,2025-02-21,Image,24615,3252,6443,1134,1280,0.4919
SOC00750,CAMP00781,CUST00155,Instagram,2025-05-22,Text,111329,3429,2903,2344,3641,0.1106
SOC00751,CAMP01084,CUST01835,Facebook,2026-03-20,Story,128699,12424,3836,1318,1639,0.1493
SOC00752,CAMP01592,CUST00358,LinkedIn,2025-08-09,Video,175216,14508,7693,2556,1037,0.1472
SOC00753,CAMP00444,CUST01056,X,2026-01-18,Reel,103139,10128,10661,1063,1610,0.2275
SOC00754,CAMP01553,CUST01315,LinkedIn,2025-09-11,Story,62902,11142,8706,1396,3540,0.394
SOC00755,CAMP01711,CUST00656,LinkedIn,2025-09-15,Text,44611,44,10905,2732,223,0.3117
SOC00756,CAMP01883,CUST01367,YouTube,2025-06-07,Story,59118,2530,6052,2140,460,0.1891
SOC00757,CAMP01439,CUST00720,Instagram,2025-03-02,Text,36869,3877,405,2926,4400,0.3148
SOC00758,CAMP01321,CUST00823,Facebook,2025-06-07,Image,177165,6877,4387,2533,4059,0.1008
SOC00759,CAMP01692,CUST00115,LinkedIn,2026-05-15,Text,42897,3565,11978,203,4647,0.4754
SOC00760,CAMP00591,CUST01833,Instagram,2026-08-08,Text,84075,6335,7333,244,3127,0.2027
SOC00761,CAMP01068,CUST00496,LinkedIn,2025-01-17,Story,24025,7992,3312,111,4823,0.5
SOC00762,CAMP01968,CUST01944,Facebook,2025-11-19,Story,198844,5885,10136,2428,1895,0.1023
SOC00763,CAMP00244,CUST00556,Facebook,2026-04-13,Text,85955,10659,4567,2191,1386,0.2188
SOC00764,CAMP00688,CUST00307,LinkedIn,2026-01-27,Story,187145,10121,3616,2514,4114,0.1088
SOC00765,CAMP01400,CUST00795,Facebook,2025-12-27,Video,103242,5997,57,2361,4903,0.129
SOC00766,CAMP00268,CUST00447,LinkedIn,2025-09-07,Story,107808,1959,1614,2146,3474,0.0853
SOC00767,CAMP01622,CUST01512,Instagram,2025-04-25,Text,162929,14797,5215,252,4945,0.1547
SOC00768,CAMP00963,CUST01953,YouTube,2025-04-04,Text,157097,6624,6889,1226,4173,0.1204
SOC00769,CAMP01396,CUST01255,Instagram,2025-12-01,Video,180866,5967,2115,2902,1151,0.0671
SOC00770,CAMP01925,CUST01608,LinkedIn,2026-01-15,Image,160145,8098,5258,1546,3549,0.1152
SOC00771,CAMP01882,CUST01719,Instagram,2026-02-18,Story,179741,10674,4864,129,1546,0.0958
SOC00772,CAMP01293,CUST00467,X,2025-10-07,Video,71892,9348,6519,463,248,0.2306
SOC00773,CAMP00574,CUST01929,YouTube,2025-08-20,Reel,5172,5172,10802,1180,1786,0.5
SOC00774,CAMP01229,CUST01799,Facebook,2026-05-20,Text,92832,2271,5480,2252,2842,0.1384
SOC00775,CAMP01423,CUST01886,Instagram,2026-04-23,Story,34472,10186,8539,2405,540,0.5
SOC00776,CAMP00663,CUST01278,YouTube,2025-03-23,Text,180721,12475,7288,2156,2716,0.1363
SOC00777,CAMP01426,CUST01806,LinkedIn,2026-07-24,Story,147551,10614,10029,1937,1972,0.1664
SOC00778,CAMP01467,CUST01106,LinkedIn,2025-02-17,Reel,102116,8357,11429,1868,4109,0.2523
SOC00779,CAMP01013,CUST01467,LinkedIn,2026-03-19,Text,120651,4943,9531,1693,4869,0.1744
SOC00780,CAMP00362,CUST01490,LinkedIn,2026-03-28,Image,60888,14379,2602,2496,894,0.3346
SOC00781,CAMP01336,CUST01784,YouTube,2025-01-02,Story,156646,11177,3100,2130,4081,0.1308
SOC00782,CAMP00194,CUST00447,Instagram,2025-10-21,Video,26449,5522,2918,248,1127,0.3711
SOC00783,CAMP00528,CUST00075,Facebook,2025-07-23,Video,152251,14714,9063,2829,2177,0.189
SOC00784,CAMP01748,CUST00817,LinkedIn,2025-01-07,Image,85870,13726,11976,1580,477,0.3233
SOC00785,CAMP00034,CUST01638,Facebook,2026-06-29,Video,89703,6154,687,510,2558,0.1105
SOC00786,CAMP01038,CUST00851,X,2025-12-03,Reel,90512,1473,11751,952,2257,0.1816
SOC00787,CAMP00777,CUST00736,Facebook,2025-07-21,Image,191704,3216,7663,2445,2200,0.081
