campaign_id,company,campaign_type,target_audience,duration_days,channel_used,conversion_rate,acquisition_cost,roi,location
CAMP00597,Beta Ltd,Email,26-35,31,Instagram,0.3213,21365.47,4.98,UK
CAMP00598,Delta Solutions,Influencer,46-60,47,Facebook,0.0994,783.01,2.67,India
CAMP00599,Gamma Inc,Social Media,46-60,70,Google,0.0122,20740.54,4.26,India
CAMP00600,Beta Ltd,Influencer,18-25,19,Google,0.2193,5835.13,1.51,Australia
CAMP00601,Gamma Inc,Social Media,46-60,88,Instagram,0.1775,12952.28,1.52,Germany
CAMP00602,Gamma Inc,Search,36-45,31,Google,0.2748,17755.0,9.5,UK
CAMP00603,Delta Solutions,Email,46-60,88,Instagram,0.0431,10552.16,7.11,Australia
CAMP00604,Alpha Corp,Display,46-60,79,Instagram,0.2125,6468.77,6.57,Germany
CAMP00605,Gamma Inc,Influencer,18-25,52,Instagram,0.0776,12754.46,4.99,Australia
CAMP00606,Beta Ltd,Search,46-60,12,Facebook,0.185,7844.27,5.15,USA
CAMP00607,Beta Ltd,Influencer,18-25,54,LinkedIn,0.0638,15575.36,7.83,India
CAMP00608,Beta Ltd,Display,36-45,70,Facebook,0.3202,3187.82,1.0,Germany
CAMP00609,Beta Ltd,Display,26-35,89,Email,0.0723,10503.78,6.84,Australia
CAMP00610,Beta Ltd,Influencer,18-25,13,Google,0.2055,14994.26,5.73,USA
CAMP00611,Delta Solutions,Social Media,18-25,69,LinkedIn,0.0119,24767.78,3.41,USA
CAMP00612,Alpha Corp,Email,36-45,30,LinkedIn,0.0632,12638.72,2.55,Germany
CAMP00613,Delta Solutions,Search,26-35,69,Facebook,0.1798,10934.21,8.69,Australia
CAMP00614,Beta Ltd,Email,26-35,55,Instagram,0.0239,24735.71,9.35,USA
CAMP00615,Gamma Inc,Email,46-60,79,Email,0.1945,23171.93,1.41,Germany
CAMP00616,Gamma Inc,Search,36-45,5,Facebook,0.0727,16987.69,2.11,UK
CAMP00617,Beta Ltd,Influencer,26-35,48,Facebook,0.257,13846.95,6.84,UK
CAMP00618,Gamma Inc,Display,18-25,63,Email,0.3052,7136.94,7.85,Germany
CAMP00619,Beta Ltd,Search,36-45,37,Instagram,0.2679,15784.39,5.17,Germany
CAMP00620,Gamma Inc,Display,26-35,32,LinkedIn,0.0316,20932.35,9.31,UK
CAMP00621,Delta Solutions,Influencer,36-45,33,Instagram,0.1788,24548.87,8.79,India
CAMP00622,Delta Solutions,Email,18-25,69,Google,0.0478,4688.78,1.7,USA
CAMP00623,Alpha Corp,Email,18-25,22,Facebook,0.1491,7214.39,1.85,Germany
CAMP00624,Delta Solutions,Email,46-60,88,LinkedIn,0.2954,22168.43,1.32,Australia
CAMP00625,Gamma Inc,Search,46-60,22,LinkedIn,0.024,21593.65,8.82,USA
CAMP00626,Delta Solutions,Display,18-25,40,Instagram,0.0956,18058.14,5.8,UK
CAMP00627,Alpha Corp,Display,18-25,90,Email,0.291,3041.42,9.44,Germany
CAMP00628,Delta Solutions,Influencer,46-60,7,Instagram,0.148,17803.26,7.43,India
CAMP00629,Delta Solutions,Social Media,18-25,33,YouTube,0.09,11991.95,7.45,India
CAMP00630,Gamma Inc,Search,26-35,78,LinkedIn,0.3328,9595.65,1.69,USA
CAMP00631,Gamma Inc,Influencer,36-45,32,Instagram,0.0629,6641.82,1.54,Australia
CAMP00632,Alpha Corp,Email,46-60,28,Instagram,0.2781,8290.53,9.34,UK
CAMP00633,Beta Ltd,Email,26-35,5,Instagram,0.0705,13626.93,5.08,Australia
CAMP00634,Gamma Inc,Email,46-60,17,Email,0.3374,4467.77,9.94,USA
CAMP00635,Alpha Corp,Email,18-25,21,Instagram,0.2773,12977.98,3.57,India
CAMP00636,Gamma Inc,Social Media,18-25,80,Instagram,0.104,1680.98,6.4,Australia
CAMP00637,Alpha Corp,Email,46-60,51,LinkedIn,0.3444,10560.61,5.94,UK
CAMP00638,Beta Ltd,Influencer,18-25,24,Facebook,0.0489,24020.65,1.15,India
CAMP00639,Alpha Corp,Social Media,36-45,74,LinkedIn,0.3023,18604.89,5.43,India
CAMP00640,Gamma Inc,Social Media,18-25,57,Email,0.2478,2180.75,9.28,India
CAMP00641,Delta Solutions,Search,18-25,32,Email,0.0691,17351.99,4.81,USA
CAMP00642,Gamma Inc,Search,26-35,26,Facebook,0.1958,5304.77,4.99,India
CAMP00643,Alpha Corp,Social Media,18-25,23,Instagram,0.0141,12117.03,7.16,USA
CAMP00644,Alpha Corp,Search,18-25,66,Google,0.2049,7707.13,7.92,USA
CAMP00645,Delta Solutions,Influencer,46-60,66,Instagram,0.2079,23386.95,8.37,UK
CAMP00646,Alpha Corp,Search,26-35,60,Google,0.1489,1833.78,4.79,Australia
CAMP00647,Delta Solutions,Display,18-25,43,LinkedIn,0.2903,22083.47,4.72,India
CAMP00648,Delta Solutions,Display,46-60,48,Email,0.3265,17683.78,5.0,Australia
CAMP00649,Beta Ltd,Search,46-60,82,Instagram,0.1915,9388.33,9.71,India
CAMP00650,Gamma Inc,Social Media,36-45,52,Email,0.2391,22051.24,9.33,Germany
CAMP00651,Alpha Corp,Search,36-45,57,Google,0.0596,10454.42,6.42,Germany
CAMP00652,Alpha Corp,Display,26-35,24,YouTube,0.3494,17610.07,3.2,USA
CAMP00653,Alpha Corp,Search,18-25,44,Facebook,0.3017,19802.7,9.05,Germany
CAMP00654,Beta Ltd,Influencer,46-60,6,Email,0.3327,7516.58,2.12,India
CAMP00655,Beta Ltd,Email,18-25,44,Google,0.2745,2270.27,1.51,India
CAMP00656,Delta Solutions,Display,46-60,73,YouTube,0.1198,21769.08,4.44,UK
CAMP00657,Alpha Corp,Display,26-35,62,LinkedIn,0.0854,6166.54,7.01,Germany
CAMP00658,Beta Ltd,Social Media,18-25,81,Facebook,0.1838,23329.27,1.0,UK
CAMP00659,Gamma Inc,Display,36-45,34,Email,0.0381,8218.47,3.47,India
CAMP00660,Alpha Corp,Search,36-45,71,LinkedIn,0.1976,10664.95,7.95,India
CAMP00661,Gamma Inc,Influencer,46-60,67,Facebook,0.1358,11042.6,6.76,USA
CAMP00662,Alpha Corp,Display,26-35,65,Email,0.2575,11963.29,1.3,Australia
CAMP00663,Gamma Inc,Email,36-45,73,Instagram,0.2227,24087.68,2.42,Germany
CAMP00664,Gamma Inc,Display,36-45,45,Google,0.0938,6504.63,7.39,Germany
CAMP00665,Beta Ltd,Search,18-25,34,Facebook,0.2594,15402.71,1.61,Germany
CAMP00666,Alpha Corp,Influencer,26-35,55,Facebook,0.1158,7706.21,0.59,UK
CAMP00667,Beta Ltd,Search,26-35,38,Google,0.0945,3707.79,9.93,Germany
CAMP00668,Delta Solutions,Influencer,46-60,64,YouTube,0.1523,7574.92,6.33,USA
CAMP00669,Beta Ltd,Display,26-35,79,Google,0.0637,14033.9,4.58,Germany
CAMP00670,Delta Solutions,Email,36-45,7,YouTube,0.1206,15371.25,6.17,Australia
CAMP00671,Gamma Inc,Search,36-45,58,LinkedIn,0.0983,6961.17,6.87,USA
CAMP00672,Gamma Inc,Search,36-45,41,Email,0.0174,24689.2,5.21,Australia
CAMP00673,Beta Ltd,Email,26-35,14,Facebook,0.1123,9387.19,6.75,USA
CAMP00674,Gamma Inc,Social Media,18-25,24,LinkedIn,0.1687,20884.93,7.23,India
CAMP00675,Alpha Corp,Search,18-25,75,LinkedIn,0.2921,1358.33,2.2,Germany
CAMP00676,Gamma Inc,Email,46-60,36,Facebook,0.0714,17532.84,4.53,UK
CAMP00677,Alpha Corp,Email,18-25,12,Email,0.1213,7934.83,3.39,USA
CAMP00678,Delta Solutions,Email,18-25,69,Instagram,0.02,13653.78,8.07,Germany
CAMP00679,Delta Solutions,Email,26-35,25,Facebook,0.0355,20996.78,7.81,UK
CAMP00680,Alpha Corp,Search,18-25,36,Facebook,0.1311,18258.69,8.2,Germany
CAMP00681,Beta Ltd,Social Media,26-35,21,YouTube,0.18,9311.02,4.66,Australia
CAMP00682,Beta Ltd,Email,26-35,68,Instagram,0.2644,18445.75,5.97,India
CAMP00683,Gamma Inc,Influencer,18-25,83,Email,0.2695,10642.94,7.2,Australia
CAMP00684,Beta Ltd,Search,36-45,88,Google,0.3208,2055.42,3.56,UK
CAMP00685,Alpha Corp,Influencer,46-60,11,LinkedIn,0.3187,16806.83,9.79,India
CAMP00686,Alpha Corp,Email,36-45,84,YouTube,0.0445,23452.0,4.1,Australia
CAMP00687,Alpha Corp,Influencer,26-35,59,Email,0.0481,2549.48,5.6,USA
CAMP00688,Alpha Corp,Display,26-35,76,LinkedIn,0.1789,17346.82,8.35,India
CAMP00689,Beta Ltd,Influencer,36-45,11,YouTube,0.2104,21073.48,7.6,UK
CAMP00690,Beta Ltd,Influencer,26-35,78,YouTube,0.2133,15117.5,5.26,UK
CAMP00691,Alpha Corp,Email,36-45,33,Google,0.1753,12392.36,4.38,India
CAMP00692,Beta Ltd,Email,18-25,38,YouTube,0.3436,6311.69,6.55,UK
CAMP00693,Beta Ltd,Influencer,36-45,82,LinkedIn,0.183,5249.36,4.64,UK
CAMP00694,Delta Solutions,Email,36-45,67,YouTube,0.328,10209.27,6.12,Australia
CAMP00695,Beta Ltd,Display,46-60,49,Instagram,0.346,16211.56,8.1,UK
CAMP00696,Gamma Inc,Social Media,26-35,62,Email,0.161,8209.47,1.66,USA
CAMP00697,Beta Ltd,Email,26-35,35,LinkedIn,0.0555,12465.94,7.12,UK
CAMP00698,Beta Ltd,Display,36-45,89,Facebook,0.1208,15199.74,1.01,UK
CAMP00699,Beta Ltd,Email,26-35,11,YouTube,0.1319,5644.5,7.47,Germany
CAMP00700,Alpha Corp,Display,46-60,54,Facebook,0.312,18664.18,2.49,UK
CAMP00701,Delta Solutions,Email,46-60,8,LinkedIn,0.337,15901.89,5.19,USA
CAMP00702,Delta Solutions,Influencer,18-25,41,Email,0.0677,14999.93,3.04,USA
CAMP00703,Beta Ltd,Social Media,36-45,48,Instagram,0.0168,12213.73,3.56,Australia
CAMP00704,Beta Ltd,Search,36-45,77,Facebook,0.2924,9437.74,6.47,USA
CAMP00705,Delta Solutions,Social Media,26-35,85,YouTube,0.1999,13945.93,4.6,Australia
CAMP00706,Gamma Inc,Search,26-35,69,LinkedIn,0.2654,19260.42,5.13,USA
CAMP00707,Beta Ltd,Influencer,46-60,87,Facebook,0.1228,17797.25,9.99,Germany
CAMP00708,Beta Ltd,Email,26-35,15,Google,0.0639,18573.93,1.66,India
CAMP00709,Alpha Corp,Display,46-60,50,Instagram,0.1,5630.73,4.15,USA
CAMP00710,Beta Ltd,Influencer,18-25,56,Google,0.0265,19602.27,5.54,Australia
CAMP00711,Delta Solutions,Influencer,18-25,11,LinkedIn,0.1412,8717.6,8.23,India
CAMP00712,Delta Solutions,Influencer,26-35,55,LinkedIn,0.0437,6210.51,3.18,Australia
CAMP00713,Gamma Inc,Influencer,26-35,8,YouTube,0.1677,3478.0,4.24,Australia
CAMP00714,Beta Ltd,Influencer,46-60,59,Email,0.2817,20843.02,8.3,India
CAMP00715,Gamma Inc,Email,26-35,24,Email,0.0262,15768.33,5.54,Australia
CAMP00716,Delta Solutions,Social Media,36-45,85,LinkedIn,0.3149,21112.0,8.63,Australia
CAMP00717,Alpha Corp,Search,26-35,33,Instagram,0.0519,14254.69,1.11,UK
CAMP00718,Alpha Corp,Social Media,18-25,56,Google,0.233,21576.87,3.23,UK
CAMP00719,Beta Ltd,Email,36-45,57,Instagram,0.0918,14136.0,5.8,UK
CAMP00720,Beta Ltd,Social Media,18-25,79,Instagram,0.2973,16323.19,1.66,Germany
CAMP00721,Alpha Corp,Display,18-25,33,YouTube,0.0135,1880.83,5.08,USA
CAMP00722,Alpha Corp,Social Media,36-45,35,YouTube,0.1533,16906.64,0.67,Germany
CAMP00723,Delta Solutions,Influencer,18-25,63,LinkedIn,0.337,15143.94,5.29,India
CAMP00724,Gamma Inc,Email,18-25,9,YouTube,0.0484,6430.87,9.24,UK
CAMP00725,Alpha Corp,Email,46-60,52,YouTube,0.2686,3261.98,9.51,USA
CAMP00726,Alpha Corp,Social Media,46-60,37,LinkedIn,0.2571,9006.03,3.53,USA
CAMP00727,Delta Solutions,Display,26-35,89,Instagram,0.1185,1974.48,0.53,Australia
CAMP00728,Alpha Corp,Search,46-60,50,YouTube,0.0306,15220.32,9.17,USA
CAMP00729,Gamma Inc,Display,18-25,71,YouTube,0.2933,13875.6,5.89,USA
CAMP00730,Delta Solutions,Influencer,46-60,76,Email,0.3177,22986.48,6.02,Germany
CAMP00731,Beta Ltd,Display,36-45,17,LinkedIn,0.0535,13180.26,8.24,Australia
CAMP00732,Delta Solutions,Email,36-45,59,Email,0.2983,18378.4,4.24,Germany
CAMP00733,Alpha Corp,Search,46-60,63,LinkedIn,0.2933,16767.63,4.49,UK
CAMP00734,Beta Ltd,Social Media,36-45,43,Google,0.2062,17641.77,8.59,Germany
CAMP00735,Delta Solutions,Search,26-35,22,LinkedIn,0.2764,8184.48,5.17,Germany
CAMP00736,Gamma Inc,Search,36-45,44,Email,0.0234,10676.08,7.49,UK
CAMP00737,Gamma Inc,Social Media,26-35,9,Facebook,0.1787,3434.36,9.1,India
CAMP00738,Delta Solutions,Display,18-25,90,Instagram,0.3388,16436.57,4.24,UK
CAMP00739,Beta Ltd,Email,18-25,12,Facebook,0.2736,7909.73,8.94,UK
CAMP00740,Gamma Inc,Influencer,26-35,17,Facebook,0.1012,13945.42,3.61,USA
CAMP00741,Alpha Corp,Influencer,46-60,16,Facebook,0.222,23077.33,9.33,UK
CAMP00742,Beta Ltd,Influencer,18-25,22,Facebook,0.0823,17231.4,3.4,USA
CAMP00743,Beta Ltd,Email,26-35,20,Email,0.0855,7057.82,2.73,Australia
CAMP00744,Delta Solutions,Social Media,18-25,58,Facebook,0.0744,13108.86,7.35,Germany
CAMP00745,Delta Solutions,Influencer,26-35,14,Google,0.0746,15253.33,9.26,India
CAMP00746,Beta Ltd,Email,46-60,65,Email,0.1798,21328.76,7.8,UK
CAMP00747,Gamma Inc,Social Media,36-45,40,Email,0.1153,19947.15,7.53,Germany
CAMP00748,Beta Ltd,Influencer,46-60,38,YouTube,0.2745,8223.27,9.74,Australia
CAMP00749,Delta Solutions,Social Media,36-45,48,Instagram,0.314,23031.22,5.8,Australia
CAMP00750,Alpha Corp,Email,46-60,7,LinkedIn,0.1758,4111.01,8.93,Australia
CAMP00751,Alpha Corp,Display,26-35,48,Instagram,0.075,7264.16,0.85,Australia
CAMP00752,Alpha Corp,Email,36-45,49,Email,0.3493,1329.68,1.76,Australia
CAMP00753,Alpha Corp,Search,36-45,69,Instagram,0.026,8125.96,3.08,India
CAMP00754,Gamma Inc,Display,46-60,17,LinkedIn,0.1969,10644.19,9.49,UK
CAMP00755,Delta Solutions,Display,36-45,9,Email,0.0847,6412.05,2.37,Germany
CAMP00756,Gamma Inc,Social Media,36-45,9,Facebook,0.3288,809.0,4.14,USA
CAMP00757,Beta Ltd,Display,26-35,87,Email,0.1205,757.6,0.84,India
CAMP00758,Alpha Corp,Display,18-25,34,YouTube,0.3357,23137.17,1.24,Germany
CAMP00759,Beta Ltd,Display,18-25,25,YouTube,0.3408,18502.75,6.04,Germany
CAMP00760,Alpha Corp,Influencer,36-45,16,Instagram,0.3306,17610.68,1.43,USA
CAMP00761,Beta Ltd,Email,36-45,27,YouTube,0.2795,19750.48,9.04,India
CAMP00762,Alpha Corp,Social Media,26-35,42,Instagram,0.262,17507.64,8.92,India
CAMP00763,Alpha Corp,Search,36-45,88,LinkedIn,0.3339,2005.71,6.41,Australia
CAMP00764,Delta Solutions,Search,36-45,70,YouTube,0.086,23180.41,4.26,Australia
CAMP00765,Gamma Inc,Email,46-60,78,Facebook,0.2854,11005.86,8.93,Germany
CAMP00766,Alpha Corp,Social Media,46-60,9,LinkedIn,0.0486,11608.96,5.13,Germany
CAMP00767,Gamma Inc,Social Media,36-45,54,Instagram,0.133,22220.95,2.31,India
CAMP00768,Gamma Inc,Email,36-45,47,LinkedIn,0.1466,5510.32,3.78,USA
CAMP00769,Alpha Corp,Search,26-35,21,YouTube,0.3484,8164.08,3.95,Germany
CAMP00770,Alpha Corp,Display,46-60,47,Facebook,0.1191,21447.79,6.01,USA
CAMP00771,Alpha Corp,Search,26-35,55,Instagram,0.1986,13231.71,4.31,USA
CAMP00772,Delta Solutions,Display,18-25,5,Email,0.2254,10793.67,8.27,USA
CAMP00773,Delta Solutions,Email,26-35,89,LinkedIn,0.2405,23886.77,6.45,India
CAMP00774,Gamma Inc,Display,26-35,68,Instagram,0.0509,22273.57,2.9,UK
CAMP00775,Delta Solutions,Search,46-60,84,Instagram,0.2001,22241.04,4.32,UK
CAMP00776,Alpha Corp,Display,46-60,12,YouTube,0.2258,5698.95,7.37,India
CAMP00777,Gamma Inc,Email,26-35,10,Instagram,0.3171,21175.47,2.8,India
CAMP00778,Gamma Inc,Email,26-35,85,LinkedIn,0.3355,16589.01,1.37,USA
CAMP00779,Delta Solutions,Search,18-25,85,Google,0.0899,17442.42,7.26,USA
CAMP00780,Gamma Inc,Search,46-60,59,YouTube,0.0816,1671.85,4.36,Australia
CAMP00781,Beta Ltd,Influencer,36-45,22,Facebook,0.2425,14115.5,1.68,Australia
CAMP00782,Delta Solutions,Search,26-35,29,YouTube,0.1764,5854.75,5.05,Germany
CAMP00783,Delta Solutions,Display,26-35,73,Instagram,0.2628,23214.34,5.82,India
CAMP00784,Beta Ltd,Influencer,18-25,84,LinkedIn,0.2985,14260.0,0.74,USA
CAMP00785,Gamma Inc,Influencer,36-45,62,Email,0.0136,15626.05,8.02,USA
CAMP00786,Delta Solutions,Email,26-35,39,YouTube,0.3088,6460.48,5.17,UK
CAMP00787,Gamma Inc,Search,36-45,75,Instagram,0.1002,10823.71,0.74,Germany
CAMP00788,Beta Ltd,Email,26-35,27,Facebook,0.3396,13470.34,8.69,Australia
CAMP00789,Beta Ltd,Influencer,26-35,16,Instagram,0.1563,20394.98,6.06,UK
CAMP00790,Gamma Inc,Email,18-25,38,Google,0.2998,15483.87,9.65,India
CAMP00791,Alpha Corp,Influencer,36-45,45,LinkedIn,0.078,3269.4,3.17,UK
CAMP00792,Delta Solutions,Display,36-45,57,YouTube,0.1886,11544.14,4.42,India
CAMP00793,Gamma Inc,Social Media,36-45,64,Facebook,0.0315,7740.31,6.8,Germany
CAMP00794,Gamma Inc,Search,18-25,67,Email,0.2598,13703.44,9.18,UK
CAMP00795,Gamma Inc,Influencer,18-25,22,YouTube,0.3303,12010.96,8.02,UK
CAMP00796,Delta Solutions,Search,36-45,61,Facebook,0.2967,1047.04,6.61,India
CAMP00797,Alpha Corp,Social Media,46-60,8,Email,0.2413,5584.16,8.06,India
CAMP00798,Beta Ltd,Influencer,46-60,84,Facebook,0.0504,16671.93,1.4,USA
CAMP00799,Gamma Inc,Search,46-60,43,LinkedIn,0.3445,13836.07,7.38,UK
CAMP00800,Delta Solutions,Display,46-60,87,YouTube,0.1269,1805.39,6.0,USA
CAMP00801,Beta Ltd,Influencer,46-60,79,YouTube,0.2251,15142.85,3.11,USA
CAMP00802,Gamma Inc,Influencer,26-35,21,Email,0.1028,12829.78,2.77,Germany
CAMP00803,Beta Ltd,Email,18-25,14,Facebook,0.2913,4179.94,3.24,USA
CAMP00804,Beta Ltd,Social Media,36-45,83,YouTube,0.1387,548.0,1.67,USA
CAMP00805,Beta Ltd,Display,26-35,47,Facebook,0.1428,8717.7,3.1,Germany
CAMP00806,Beta Ltd,Influencer,36-45,14,LinkedIn,0.0115,19602.48,1.18,Australia
CAMP00807,Delta Solutions,Display,36-45,57,LinkedIn,0.2056,3759.24,6.89,USA
CAMP00808,Gamma Inc,Email,18-25,87,Google,0.0952,23638.58,5.37,UK
CAMP00809,Gamma Inc,Search,36-45,56,YouTube,0.3234,13790.11,1.71,Australia
CAMP00810,Beta Ltd,Search,36-45,27,LinkedIn,0.2763,19080.68,7.12,Australia
CAMP00811,Beta Ltd,Display,46-60,33,YouTube,0.3337,24432.93,2.19,UK
CAMP00812,Gamma Inc,Display,46-60,27,Instagram,0.1425,6934.96,5.2,India
CAMP00813,Delta Solutions,Social Media,18-25,51,YouTube,0.235,14780.0,9.24,Australia
CAMP00814,Alpha Corp,Search,26-35,41,LinkedIn,0.1636,8846.1,7.73,Australia
CAMP00815,Delta Solutions,Email,46-60,34,LinkedIn,0.3192,2571.37,6.05,UK
CAMP00816,Gamma Inc,Influencer,36-45,20,Google,0.1202,19940.79,6.06,USA
CAMP00817,Beta Ltd,Email,46-60,7,Instagram,0.1217,796.12,1.11,India
CAMP00818,Delta Solutions,Display,18-25,76,YouTube,0.1344,21786.46,4.56,USA
CAMP00819,Gamma Inc,Search,36-45,74,Email,0.1792,19966.54,3.42,USA
CAMP00820,Alpha Corp,Search,46-60,15,Email,0.3118,16140.81,5.01,USA
CAMP00821,Gamma Inc,Email,26-35,24,Email,0.0805,14982.93,9.54,Germany
CAMP00822,Alpha Corp,Display,36-45,42,Google,0.2314,21218.68,7.97,Australia
CAMP00823,Alpha Corp,Influencer,46-60,56,Facebook,0.114,1864.77,6.29,India
CAMP00824,Beta Ltd,Display,36-45,83,LinkedIn,0.0381,18541.56,7.19,UK
CAMP00825,Alpha Corp,Influencer,46-60,64,Instagram,0.3342,4920.27,7.44,USA
CAMP00826,Delta Solutions,Search,36-45,59,LinkedIn,0.2772,998.68,4.84,India
CAMP00827,Delta Solutions,Email,36-45,68,Instagram,0.3337,8151.11,8.73,UK
CAMP00828,Beta Ltd,Email,36-45,57,Instagram,0.1461,8515.64,6.36,USA
CAMP00829,Gamma Inc,Email,36-45,84,Google,0.2674,5219.14,7.51,Germany
CAMP00830,Beta Ltd,Display,26-35,90,Email,0.2314,17915.5,0.6,USA
CAMP00831,Gamma Inc,Email,46-60,43,Google,0.2205,14193.32,5.61,USA
CAMP00832,Delta Solutions,Influencer,26-35,6,Facebook,0.0237,23041.5,3.96,UK
CAMP00833,Delta Solutions,Search,18-25,90,LinkedIn,0.0344,19161.46,1.03,Australia
CAMP00834,Gamma Inc,Social Media,26-35,32,Instagram,0.0764,20740.18,6.64,USA
CAMP00835,Beta Ltd,Search,36-45,28,YouTube,0.2649,22611.36,9.32,UK
CAMP00836,Alpha Corp,Influencer,18-25,15,Instagram,0.2814,20255.79,7.46,Australia
CAMP00837,Gamma Inc,Social Media,36-45,70,Instagram,0.2301,3394.33,1.26,Australia
CAMP00838,Delta Solutions,Search,46-60,20,Email,0.0753,5044.24,1.04,UK
CAMP00839,Alpha Corp,Email,36-45,87,LinkedIn,0.2744,10344.38,3.78,India
CAMP00840,Gamma Inc,Search,26-35,23,LinkedIn,0.0486,8635.64,2.77,Germany
CAMP00841,Delta Solutions,Search,18-25,11,Facebook,0.314,22192.93,0.76,UK
CAMP00842,Delta Solutions,Display,46-60,58,Facebook,0.1408,13342.9,0.88,Australia
CAMP00843,Alpha Corp,Email,46-60,22,Email,0.2572,21960.44,3.78,India
CAMP00844,Gamma Inc,Email,18-25,28,Facebook,0.0676,9985.46,1.77,India
CAMP00845,Delta Solutions,Email,26-35,14,YouTube,0.1169,22709.45,2.35,Germany
CAMP00846,Delta Solutions,Social Media,46-60,62,Instagram,0.1784,2257.33,8.76,Australia
CAMP00847,Alpha Corp,Social Media,46-60,23,Email,0.1788,11415.92,9.94,USA
CAMP00848,Delta Solutions,Display,26-35,68,Instagram,0.043,22577.62,8.14,Germany
CAMP00849,Gamma Inc,Email,26-35,27,Google,0.1964,11515.84,2.71,UK
CAMP00850,Gamma Inc,Display,26-35,39,Facebook,0.0355,18450.95,2.17,USA
CAMP00851,Beta Ltd,Email,18-25,47,YouTube,0.3241,9341.48,6.0,USA
CAMP00852,Alpha Corp,Display,18-25,51,YouTube,0.1534,20815.65,7.95,UK
CAMP00853,Beta Ltd,Search,36-45,76,Instagram,0.1593,15969.64,6.75,UK
CAMP00854,Delta Solutions,Email,36-45,16,Email,0.2062,20390.54,8.14,Germany
CAMP00855,Beta Ltd,Display,46-60,24,Google,0.2758,13643.93,5.13,Germany
CAMP00856,Delta Solutions,Search,46-60,69,Facebook,0.0336,16121.55,9.88,USA
CAMP00857,Gamma Inc,Influencer,36-45,78,Facebook,0.249,13452.05,7.98,UK
CAMP00858,Alpha Corp,Influencer,36-45,41,Google,0.3196,14399.14,0.98,Germany
CAMP00859,Alpha Corp,Social Media,26-35,5,YouTube,0.1593,17384.59,3.96,USA
CAMP00860,Beta Ltd,Search,26-35,76,YouTube,0.0145,3460.77,5.82,Australia
CAMP00861,Alpha Corp,Search,46-60,57,YouTube,0.0941,19330.14,2.63,UK
CAMP00862,Gamma Inc,Search,26-35,50,Email,0.33,9202.59,4.33,UK
CAMP00863,Alpha Corp,Influencer,26-35,38,Google,0.0501,808.18,6.48,India
CAMP00864,Alpha Corp,Influencer,46-60,64,Google,0.0146,16270.03,5.75,USA
CAMP00865,Beta Ltd,Email,46-60,29,Instagram,0.3282,15534.18,8.68,USA
CAMP00866,Beta Ltd,Social Media,36-45,35,Facebook,0.3034,18282.62,2.99,Australia
CAMP00867,Delta Solutions,Email,36-45,71,LinkedIn,0.1665,24958.82,9.25,India
CAMP00868,Alpha Corp,Search,46-60,36,Facebook,0.0118,11805.5,3.56,India
CAMP00869,Gamma Inc,Search,18-25,86,YouTube,0.2085,24346.4,9.24,India
CAMP00870,Alpha Corp,Social Media,36-45,42,YouTube,0.2877,14655.64,2.86,Australia
CAMP00871,Gamma Inc,Social Media,18-25,53,YouTube,0.1073,9267.99,5.32,Australia
CAMP00872,Delta Solutions,Social Media,46-60,59,Email,0.0687,17105.85,9.36,Australia
CAMP00873,Gamma Inc,Search,46-60,65,Instagram,0.3176,5313.14,3.14,India
CAMP00874,Alpha Corp,Search,36-45,48,Google,0.2711,24174.16,8.56,India
CAMP00875,Delta Solutions,Search,18-25,36,Instagram,0.1623,11305.91,5.26,USA
CAMP00876,Beta Ltd,Social Media,18-25,74,LinkedIn,0.3177,760.47,4.49,India
CAMP00877,Delta Solutions,Search,26-35,66,YouTube,0.2168,16555.47,6.81,Australia
CAMP00878,Alpha Corp,Social Media,36-45,9,Email,0.331,3448.09,2.39,Australia
CAMP00879,Delta Solutions,Display,46-60,58,Email,0.0451,2678.44,6.76,Germany
CAMP00880,Gamma Inc,Display,46-60,82,Instagram,0.1584,1077.08,2.18,Germany
CAMP00881,Gamma Inc,Social Media,36-45,53,LinkedIn,0.2409,22132.71,7.25,UK
CAMP00882,Gamma Inc,Display,26-35,84,YouTube,0.1487,1325.11,6.3,Germany
CAMP00883,Delta Solutions,Email,18-25,38,Facebook,0.1289,13661.46,1.83,UK
CAMP00884,Alpha Corp,Email,18-25,25,LinkedIn,0.2464,12491.19,1.46,UK
CAMP00885,Beta Ltd,Social Media,36-45,47,Email,0.2159,22820.43,6.27,UK
CAMP00886,Alpha Corp,Email,18-25,13,Email,0.1061,22822.99,1.65,India
CAMP00887,Alpha Corp,Influencer,18-25,10,Google,0.161,23061.61,6.44,UK
CAMP00888,Beta Ltd,Email,26-35,54,Google,0.2503,10300.07,9.99,Germany
CAMP00889,Delta Solutions,Search,18-25,7,Email,0.2231,12100.79,1.67,Australia
CAMP00890,Alpha Corp,Display,18-25,10,LinkedIn,0.164,20728.88,5.0,UK
CAMP00891,Gamma Inc,Email,26-35,44,Facebook,0.0984,3443.87,9.28,UK
CAMP00892,Delta Solutions,Search,18-25,24,Instagram,0.049,3303.25,9.4,Australia
CAMP00893,Delta Solutions,Display,18-25,20,Facebook,0.2957,23082.34,0.78,UK
CAMP00894,Delta Solutions,Social Media,26-35,48,Facebook,0.2889,1221.13,8.18,Germany
CAMP00895,Beta Ltd,Display,18-25,33,Google,0.2185,9880.41,2.77,Australia
