lead_id,customer_id,lead_source,lead_date,lead_status,lead_score,sales_agent
LEAD00797,CUST01304,Advertisement,2026-01-02,Lost,61,Agent C
LEAD00798,CUST00928,Event,2026-07-10,Converted,48,Agent C
LEAD00799,CUST01548,Website,2025-09-06,Contacted,12,Agent B
LEAD00800,CUST01420,Referral,2025-08-29,Contacted,40,Agent B
LEAD00801,CUST00607,Website,2026-02-07,New,20,Agent C
LEAD00802,CUST01221,Referral,2025-12-05,Converted,93,Agent D
LEAD00803,CUST01514,Website,2025-08-10,Contacted,81,Agent B
LEAD00804,CUST00980,Email,2025-07-09,Qualified,32,Agent D
LEAD00805,CUST01431,Social Media,2025-11-02,Contacted,24,Agent D
LEAD00806,CUST00254,Email,2025-02-15,Contacted,14,Agent D
LEAD00807,CUST00773,Advertisement,2025-04-23,Converted,74,Agent D
LEAD00808,CUST01404,Event,2025-01-27,Converted,92,Agent E
LEAD00809,CUST01791,Social Media,2025-04-03,Converted,28,Agent C
LEAD00810,CUST01292,Referral,2025-04-29,Qualified,64,Agent E
LEAD00811,CUST01328,Email,2025-02-15,Contacted,24,Agent D
LEAD00812,CUST00685,Event,2025-02-03,Converted,92,Agent E
LEAD00813,CUST01402,Email,2026-05-04,Converted,30,Agent A
LEAD00814,CUST00713,Website,2025-04-19,New,10,Agent C
LEAD00815,CUST00105,Website,2025-11-28,Converted,89,Agent E
LEAD00816,CUST00494,Website,2025-02-28,Converted,95,Agent B
LEAD00817,CUST01223,Email,2026-07-19,Qualified,40,Agent C
LEAD00818,CUST01924,Event,2025-05-23,Converted,91,Agent C
LEAD00819,CUST00992,Referral,2026-03-23,Contacted,25,Agent A
LEAD00820,CUST01721,Referral,2026-01-18,New,28,Agent A
LEAD00821,CUST01557,Event,2026-04-04,Qualified,54,Agent B
LEAD00822,CUST01123,Advertisement,2026-01-10,Converted,61,Agent D
LEAD00823,CUST01609,Advertisement,2025-10-31,Lost,39,Agent E
LEAD00824,CUST00804,Social Media,2026-04-06,New,80,Agent C
LEAD00825,CUST00886,Email,2026-05-02,Lost,80,Agent A
LEAD00826,CUST01474,Website,2025-08-15,Converted,13,Agent C
LEAD00827,CUST01278,Advertisement,2026-07-16,New,100,Agent A
LEAD00828,CUST01056,Website,2026-08-12,Qualified,16,Agent B
LEAD00829,CUST00867,Social Media,2026-03-07,Qualified,53,Agent E
LEAD00830,CUST01952,Email,2026-07-08,Converted,43,Agent E
LEAD00831,CUST00132,Advertisement,2025-03-04,Lost,46,Agent B
LEAD00832,CUST00111,Referral,2025-11-19,Contacted,13,Agent E
LEAD00833,CUST00959,Event,2026-01-24,Qualified,35,Agent A
LEAD00834,CUST00069,Referral,2026-07-07,Converted,4,Agent C
LEAD00835,CUST00682,Website,2025-03-13,Contacted,98,Agent D
LEAD00836,CUST01138,Social Media,2026-04-26,Lost,15,Agent A
LEAD00837,CUST00811,Event,2025-02-16,Converted,49,Agent D
LEAD00838,CUST00407,Referral,2025-08-02,Lost,22,Agent E
LEAD00839,CUST00570,Advertisement,2026-02-17,Converted,18,Agent B
LEAD00840,CUST01209,Event,2025-06-23,New,40,Agent B
LEAD00841,CUST01903,Social Media,2026-05-13,New,97,Agent C
LEAD00842,CUST01563,Social Media,2026-07-09,Qualified,48,Agent E
LEAD00843,CUST01095,Social Media,2025-04-05,Lost,97,Agent B
LEAD00844,CUST00277,Website,2025-06-03,Qualified,83,Agent C
LEAD00845,CUST00486,Event,2025-02-14,Converted,44,Agent C
LEAD00846,CUST00882,Email,2026-02-28,Qualified,91,Agent A
LEAD00847,CUST00494,Social Media,2026-06-13,Qualified,35,Agent E
LEAD00848,CUST01378,Social Media,2025-12-25,Qualified,51,Agent D
LEAD00849,CUST00733,Advertisement,2025-03-20,Converted,69,Agent E
LEAD00850,CUST01668,Event,2025-04-14,Converted,59,Agent A
LEAD00851,CUST00539,Referral,2025-01-21,Contacted,83,Agent D
LEAD00852,CUST00993,Website,2025-10-20,Qualified,17,Agent E
LEAD00853,CUST01429,Email,2026-03-06,New,50,Agent C
LEAD00854,CUST00413,Event,2025-03-31,Converted,67,Agent E
LEAD00855,CUST01523,Event,2026-05-21,Qualified,34,Agent D
LEAD00856,CUST01172,Referral,2025-05-31,Contacted,87,Agent C
LEAD00857,CUST01296,Referral,2025-11-03,Qualified,31,Agent C
LEAD00858,CUST00910,Social Media,2026-02-02,Converted,31,Agent E
LEAD00859,CUST01871,Email,2025-11-18,New,33,Agent B
LEAD00860,CUST01544,Referral,2025-10-12,Converted,68,Agent E
LEAD00861,CUST00385,Event,2025-07-20,New,12,Agent C
LEAD00862,CUST01112,Advertisement,2025-09-14,Contacted,15,Agent B
LEAD00863,CUST01807,Referral,2025-05-23,Converted,78,Agent B
LEAD00864,CUST00559,Referral,2025-06-25,Lost,21,Agent E
LEAD00865,CUST01073,Referral,2026-03-27,Contacted,11,Agent C
LEAD00866,CUST01509,Advertisement,2026-06-11,New,27,Agent D
LEAD00867,CUST00547,Event,2026-05-22,New,40,Agent D
LEAD00868,CUST01036,Advertisement,2025-07-17,Contacted,4,Agent E
LEAD00869,CUST01106,Advertisement,2025-07-11,Lost,84,Agent D
LEAD00870,CUST00356,Social Media,2025-02-04,Qualified,12,Agent B
LEAD00871,CUST00356,Website,2025-06-13,New,41,Agent C
LEAD00872,CUST01127,Referral,2025-12-16,Converted,21,Agent E
LEAD00873,CUST00358,Event,2025-06-09,Qualified,30,Agent B
LEAD00874,CUST01897,Social Media,2026-03-14,Lost,5,Agent C
LEAD00875,CUST01048,Website,2025-01-31,Contacted,95,Agent C
LEAD00876,CUST01412,Advertisement,2025-09-03,New,94,Agent C
LEAD00877,CUST00794,Referral,2025-06-17,Contacted,13,Agent C
LEAD00878,CUST00598,Event,2025-10-22,New,20,Agent B
LEAD00879,CUST00974,Advertisement,2025-01-16,Converted,89,Agent C
LEAD00880,CUST01422,Event,2025-09-07,Converted,42,Agent D
LEAD00881,CUST00796,Email,2026-04-15,New,7,Agent C
LEAD00882,CUST00566,Website,2026-05-26,New,14,Agent C
LEAD00883,CUST00288,Email,2025-06-02,Lost,42,Agent C
LEAD00884,CUST01086,Advertisement,2025-09-13,New,56,Agent D
LEAD00885,CUST01360,Advertisement,2026-02-16,Converted,64,Agent E
LEAD00886,CUST01054,Website,2025-10-04,New,16,Agent A
LEAD00887,CUST00510,Referral,2025-11-20,Contacted,38,Agent D
LEAD00888,CUST00495,Website,2025-07-23,New,27,Agent A
LEAD00889,CUST00755,Advertisement,2026-05-15,Contacted,54,Agent A
LEAD00890,CUST00696,Referral,2026-01-12,Contacted,33,Agent A
LEAD00891,CUST00408,Event,2026-07-27,New,21,Agent C
LEAD00892,CUST01885,Social Media,2026-04-10,Converted,82,Agent A
LEAD00893,CUST00660,Email,2025-08-07,Converted,57,Agent B
LEAD00894,CUST00502,Advertisement,2025-07-15,Qualified,48,Agent C
LEAD00895,CUST01214,Referral,2025-02-22,Lost,14,Agent B
LEAD00896,CUST01603,Email,2026-01-06,Converted,8,Agent D
LEAD00897,CUST00930,Referral,2026-03-23,New,80,Agent B
LEAD00898,CUST01335,Referral,2025-07-31,Lost,97,Agent E
LEAD00899,CUST00191,Website,2025-01-13,Contacted,59,Agent A
LEAD00900,CUST01066,Social Media,2026-05-08,Contacted,4,Agent B
LEAD00901,CUST00134,Event,2025-05-13,Qualified,49,Agent B
LEAD00902,CUST00276,Email,2025-12-14,Qualified,29,Agent E
LEAD00903,CUST01184,Advertisement,2025-02-01,Converted,6,Agent C
LEAD00904,CUST00410,Event,2025-02-07,Contacted,15,Agent C
LEAD00905,CUST00074,Social Media,2026-06-20,Lost,50,Agent C
LEAD00906,CUST00358,Referral,2026-02-05,Converted,43,Agent E
LEAD00907,CUST01546,Advertisement,2025-01-04,Qualified,57,Agent C
LEAD00908,CUST01174,Social Media,2025-03-01,Converted,70,Agent A
LEAD00909,CUST00764,Email,2025-10-21,Qualified,27,Agent B
LEAD00910,CUST01947,Event,2026-02-10,Contacted,29,Agent D
LEAD00911,CUST00772,Advertisement,2025-09-10,Converted,68,Agent C
LEAD00912,CUST01755,Advertisement,2026-06-05,Contacted,20,Agent E
LEAD00913,CUST00690,Email,2026-01-25,Contacted,8,Agent C
LEAD00914,CUST00051,Event,2026-01-02,Lost,86,Agent A
LEAD00915,CUST00221,Website,2025-06-22,Lost,21,Agent D
LEAD00916,CUST00548,Website,2026-02-11,Lost,13,Agent C
LEAD00917,CUST00374,Event,2026-06-05,Qualified,74,Agent B
LEAD00918,CUST00315,Email,2025-01-30,Lost,54,Agent C
LEAD00919,CUST00767,Email,2026-03-14,Lost,15,Agent B
LEAD00920,CUST01952,Referral,2026-06-09,Contacted,86,Agent E
LEAD00921,CUST00402,Event,2025-09-15,Lost,25,Agent E
LEAD00922,CUST00472,Advertisement,2026-04-02,Qualified,68,Agent B
LEAD00923,CUST01991,Website,2025-08-02,Contacted,66,Agent B
LEAD00924,CUST00403,Social Media,2025-04-25,New,83,Agent E
LEAD00925,CUST01661,Advertisement,2026-05-02,Lost,73,Agent D
LEAD00926,CUST01242,Referral,2025-07-05,Contacted,71,Agent A
LEAD00927,CUST01856,Referral,2026-03-28,Lost,6,Agent D
LEAD00928,CUST01113,Social Media,2025-07-07,Contacted,94,Agent A
LEAD00929,CUST01187,Email,2025-08-26,Qualified,13,Agent D
LEAD00930,CUST00452,Referral,2026-02-13,New,26,Agent D
LEAD00931,CUST01150,Email,2025-07-23,New,45,Agent A
LEAD00932,CUST01341,Referral,2026-04-27,Lost,29,Agent D
LEAD00933,CUST01974,Social Media,2025-01-24,Contacted,60,Agent C
LEAD00934,CUST00195,Event,2025-01-07,Lost,6,Agent A
LEAD00935,CUST00314,Website,2025-02-18,Contacted,46,Agent A
LEAD00936,CUST00039,Email,2025-06-02,Lost,35,Agent A
LEAD00937,CUST01581,Email,2025-02-02,New,65,Agent E
LEAD00938,CUST00165,Advertisement,2025-08-15,Contacted,52,Agent E
LEAD00939,CUST01831,Referral,2025-01-15,Converted,76,Agent D
LEAD00940,CUST00730,Social Media,2026-03-27,Lost,17,Agent C
LEAD00941,CUST00577,Advertisement,2025-04-02,New,95,Agent A
LEAD00942,CUST01951,Website,2026-08-03,New,40,Agent C
LEAD00943,CUST01441,Social Media,2026-05-26,Converted,35,Agent C
LEAD00944,CUST01095,Social Media,2026-02-18,Converted,55,Agent C
LEAD00945,CUST01778,Social Media,2026-04-21,Contacted,17,Agent C
LEAD00946,CUST01510,Social Media,2026-04-07,Converted,82,Agent B
LEAD00947,CUST01275,Email,2026-05-19,Qualified,27,Agent E
LEAD00948,CUST00643,Referral,2025-11-28,Contacted,93,Agent C
LEAD00949,CUST01973,Advertisement,2026-01-07,Converted,15,Agent B
LEAD00950,CUST01439,Advertisement,2025-10-07,Contacted,87,Agent B
LEAD00951,CUST01892,Referral,2026-01-07,New,40,Agent A
LEAD00952,CUST01933,Advertisement,2025-08-16,Converted,61,Agent B
LEAD00953,CUST01099,Referral,2025-03-15,Contacted,88,Agent C
LEAD00954,CUST00716,Website,2026-07-09,Converted,13,Agent A
LEAD00955,CUST01895,Social Media,2026-02-21,Qualified,35,Agent D
LEAD00956,CUST01999,Email,2026-02-25,Contacted,95,Agent B
LEAD00957,CUST00244,Advertisement,2025-06-16,New,15,Agent E
LEAD00958,CUST01277,Event,2026-04-05,Converted,11,Agent E
LEAD00959,CUST01205,Email,2025-11-06,Converted,53,Agent B
LEAD00960,CUST01498,Referral,2025-02-15,Converted,3,Agent C
LEAD00961,CUST01951,Advertisement,2026-07-24,Lost,100,Agent D
LEAD00962,CUST00505,Event,2026-08-15,New,91,Agent E
LEAD00963,CUST01952,Website,2026-06-03,Qualified,19,Agent C
LEAD00964,CUST01287,Website,2025-10-11,Converted,18,Agent D
LEAD00965,CUST00166,Referral,2025-05-19,Lost,78,Agent C
LEAD00966,CUST01023,Website,2025-01-07,Contacted,53,Agent A
LEAD00967,CUST00267,Referral,2026-03-16,New,83,Agent E
LEAD00968,CUST01913,Advertisement,2026-06-15,Converted,97,Agent B
LEAD00969,CUST01527,Referral,2025-03-04,Converted,41,Agent E
LEAD00970,CUST01810,Event,2026-02-12,Contacted,26,Agent E
LEAD00971,CUST01206,Advertisement,2025-01-16,Contacted,62,Agent B
LEAD00972,CUST00794,Referral,2026-04-08,Qualified,64,Agent A
LEAD00973,CUST00857,Email,2025-01-17,Converted,44,Agent C
LEAD00974,CUST01894,Social Media,2026-08-05,Qualified,30,Agent B
LEAD00975,CUST00304,Referral,2025-04-12,New,27,Agent E
LEAD00976,CUST01770,Advertisement,2025-08-27,Lost,53,Agent D
LEAD00977,CUST00845,Event,2026-02-19,Lost,43,Agent B
LEAD00978,CUST01181,Social Media,2026-05-20,Converted,46,Agent A
LEAD00979,CUST01334,Email,2025-08-05,Lost,10,Agent A
LEAD00980,CUST00165,Advertisement,2026-08-08,New,89,Agent D
LEAD00981,CUST00298,Email,2025-01-10,Lost,71,Agent E
LEAD00982,CUST00322,Advertisement,2025-10-08,Converted,92,Agent B
LEAD00983,CUST01558,Referral,2026-08-12,Contacted,83,Agent D
LEAD00984,CUST00154,Social Media,2025-06-13,New,62,Agent A
LEAD00985,CUST01222,Referral,2025-11-14,Qualified,31,Agent E
LEAD00986,CUST00216,Email,2025-09-22,Qualified,66,Agent D
LEAD00987,CUST01536,Email,2025-08-23,Lost,57,Agent A
LEAD00988,CUST01954,Event,2026-04-03,New,93,Agent E
LEAD00989,CUST00829,Event,2025-11-06,Converted,24,Agent E
LEAD00990,CUST00425,Email,2026-03-02,Qualified,3,Agent D
LEAD00991,CUST00890,Referral,2025-11-06,New,13,Agent C
LEAD00992,CUST01382,Social Media,2026-08-18,Lost,18,Agent E
LEAD00993,CUST01455,Email,2025-10-08,Qualified,67,Agent C
LEAD00994,CUST01274,Website,2026-04-20,Contacted,15,Agent C
LEAD00995,CUST01164,Advertisement,2026-01-01,Contacted,14,Agent C
LEAD00996,CUST01263,Referral,2026-04-23,Converted,40,Agent A
LEAD00997,CUST00435,Email,2026-06-12,New,79,Agent D
LEAD00998,CUST00414,Event,2025-05-15,Lost,43,Agent C
LEAD00999,CUST01862,Advertisement,2025-06-29,Converted,28,Agent C
LEAD01000,CUST01159,Email,2025-06-29,Lost,29,Agent E
LEAD01001,CUST01723,Event,2025-10-18,Contacted,82,Agent E
LEAD01002,CUST01252,Email,2025-10-21,Converted,44,Agent B
LEAD01003,CUST00911,Social Media,2025-01-03,Qualified,37,Agent E
LEAD01004,CUST01141,Event,2026-06-18,Converted,78,Agent D
LEAD01005,CUST01384,Advertisement,2026-05-28,Lost,37,Agent E
LEAD01006,CUST00373,Website,2025-12-25,New,36,Agent D
LEAD01007,CUST00925,Social Media,2025-07-02,Lost,76,Agent C
LEAD01008,CUST01447,Website,2026-05-08,Qualified,33,Agent C
LEAD01009,CUST00175,Event,2025-06-11,Contacted,52,Agent C
LEAD01010,CUST00147,Email,2025-07-02,New,67,Agent E
LEAD01011,CUST00321,Website,2026-07-05,New,21,Agent A
LEAD01012,CUST01183,Event,2025-12-15,New,13,Agent D
LEAD01013,CUST00477,Social Media,2025-04-11,Contacted,86,Agent C
LEAD01014,CUST00873,Email,2025-03-15,Converted,30,Agent B
LEAD01015,CUST00268,Referral,2026-07-29,New,35,Agent C
LEAD01016,CUST00501,Website,2025-06-08,Qualified,59,Agent B
LEAD01017,CUST00036,Website,2026-02-11,Lost,11,Agent D
LEAD01018,CUST01615,Social Media,2025-07-30,New,5,Agent C
LEAD01019,CUST00934,Social Media,2025-10-24,Qualified,42,Agent D
LEAD01020,CUST00352,Advertisement,2026-08-11,Lost,97,Agent B
LEAD01021,CUST01053,Social Media,2025-12-20,Lost,58,Agent C
LEAD01022,CUST01866,Referral,2025-09-14,Converted,58,Agent E
LEAD01023,CUST01650,Email,2025-09-05,New,61,Agent B
LEAD01024,CUST01770,Website,2025-05-18,Converted,87,Agent B
LEAD01025,CUST00813,Social Media,2025-11-28,New,84,Agent B
LEAD01026,CUST00722,Event,2025-12-06,New,3,Agent A
LEAD01027,CUST00633,Referral,2025-02-26,Converted,55,Agent D
LEAD01028,CUST00611,Event,2025-08-30,Contacted,55,Agent A
LEAD01029,CUST01840,Social Media,2026-01-20,Lost,23,Agent E
LEAD01030,CUST00275,Advertisement,2025-02-02,Lost,98,Agent D
LEAD01031,CUST01703,Referral,2026-08-05,Contacted,27,Agent E
LEAD01032,CUST01833,Advertisement,2026-05-29,Qualified,84,Agent A
LEAD01033,CUST01689,Event,2026-01-15,Qualified,11,Agent C
LEAD01034,CUST01256,Email,2025-01-10,Qualified,61,Agent C
LEAD01035,CUST01712,Referral,2025-11-05,Contacted,74,Agent E
LEAD01036,CUST00064,Website,2026-06-20,New,51,Agent C
LEAD01037,CUST01635,Email,2025-01-14,Qualified,11,Agent E
LEAD01038,CUST01022,Social Media,2026-04-17,Contacted,13,Agent B
LEAD01039,CUST01917,Referral,2026-05-16,Contacted,61,Agent B
LEAD01040,CUST00172,Advertisement,2025-02-15,Contacted,87,Agent C
LEAD01041,CUST01861,Referral,2025-05-18,Qualified,60,Agent D
LEAD01042,CUST01148,Social Media,2026-03-08,Converted,11,Agent D
LEAD01043,CUST00208,Email,2026-06-28,Qualified,79,Agent B
LEAD01044,CUST01018,Advertisement,2026-04-05,New,46,Agent B
LEAD01045,CUST00075,Advertisement,2025-11-10,New,8,Agent D
LEAD01046,CUST00166,Event,2025-12-25,Lost,37,Agent C
LEAD01047,CUST01064,Website,2025-11-09,Lost,21,Agent A
LEAD01048,CUST01632,Website,2025-12-11,Qualified,99,Agent B
LEAD01049,CUST00217,Email,2026-04-05,New,91,Agent B
LEAD01050,CUST00525,Event,2025-01-30,Contacted,11,Agent E
LEAD01051,CUST00783,Website,2025-05-05,Lost,58,Agent E
LEAD01052,CUST01083,Email,2025-02-05,New,1,Agent D
LEAD01053,CUST00002,Advertisement,2026-04-20,Converted,46,Agent C
LEAD01054,CUST01279,Website,2026-03-10,Lost,16,Agent B
LEAD01055,CUST00996,Email,2025-02-01,Lost,75,Agent B
LEAD01056,CUST01925,Social Media,2025-03-04,Qualified,8,Agent A
LEAD01057,CUST00603,Social Media,2025-06-07,New,91,Agent E
LEAD01058,CUST00988,Email,2025-05-25,Lost,24,Agent A
LEAD01059,CUST00164,Referral,2025-11-06,Converted,27,Agent E
LEAD01060,CUST01835,Website,2025-10-25,Lost,89,Agent E
LEAD01061,CUST01668,Advertisement,2025-08-02,Contacted,91,Agent C
LEAD01062,CUST00710,Social Media,2025-04-08,Qualified,10,Agent C
LEAD01063,CUST00921,Referral,2026-01-23,Lost,11,Agent C
LEAD01064,CUST01715,Email,2026-04-16,Qualified,86,Agent B
LEAD01065,CUST00591,Referral,2026-01-17,New,98,Agent E
LEAD01066,CUST00472,Email,2026-04-27,Qualified,49,Agent E
LEAD01067,CUST00484,Website,2026-06-29,Qualified,17,Agent C
LEAD01068,CUST01415,Event,2026-05-17,New,16,Agent C
LEAD01069,CUST00423,Social Media,2026-01-24,New,27,Agent E
LEAD01070,CUST00178,Advertisement,2025-01-30,Lost,69,Agent D
LEAD01071,CUST00331,Event,2025-07-19,New,10,Agent D
LEAD01072,CUST01973,Advertisement,2025-09-13,New,65,Agent E
LEAD01073,CUST01746,Referral,2026-03-01,Contacted,81,Agent A
LEAD01074,CUST01908,Social Media,2026-05-20,New,15,Agent C
LEAD01075,CUST00555,Email,2026-01-17,Converted,99,Agent A
LEAD01076,CUST00885,Website,2025-08-05,Lost,99,Agent A
LEAD01077,CUST00982,Advertisement,2026-04-15,Qualified,30,Agent D
LEAD01078,CUST01048,Email,2026-02-19,New,12,Agent B
LEAD01079,CUST00054,Email,2026-04-21,Qualified,33,Agent D
LEAD01080,CUST01196,Referral,2025-12-18,Contacted,26,Agent A
LEAD01081,CUST00078,Email,2026-01-21,Lost,28,Agent D
LEAD01082,CUST00551,Advertisement,2025-07-26,Lost,93,Agent E
LEAD01083,CUST00585,Referral,2025-08-27,New,16,Agent B
LEAD01084,CUST01349,Event,2025-06-14,Qualified,32,Agent C
LEAD01085,CUST01793,Website,2025-06-03,Lost,79,Agent D
LEAD01086,CUST01398,Social Media,2026-01-25,Converted,6,Agent D
LEAD01087,CUST00871,Website,2025-08-17,Contacted,7,Agent A
LEAD01088,CUST01051,Event,2025-03-21,New,31,Agent C
LEAD01089,CUST01025,Event,2025-01-21,New,97,Agent E
LEAD01090,CUST00296,Event,2026-05-28,New,84,Agent A
LEAD01091,CUST01915,Email,2025-09-17,Converted,93,Agent C
LEAD01092,CUST01839,Advertisement,2025-12-10,Converted,87,Agent C
LEAD01093,CUST00481,Referral,2026-06-24,New,12,Agent C
LEAD01094,CUST00231,Referral,2025-03-08,Converted,41,Agent C
LEAD01095,CUST00331,Referral,2026-07-13,Qualified,53,Agent D
LEAD01096,CUST01259,Advertisement,2026-02-24,Lost,17,Agent A
LEAD01097,CUST00059,Website,2026-01-17,Lost,100,Agent E
LEAD01098,CUST00207,Website,2025-09-14,Contacted,61,Agent A
LEAD01099,CUST01297,Website,2026-02-25,Contacted,86,Agent D
LEAD01100,CUST00293,Email,2025-05-02,New,26,Agent C
LEAD01101,CUST00138,Event,2025-06-30,Lost,72,Agent B
LEAD01102,CUST00042,Advertisement,2026-07-27,New,11,Agent A
LEAD01103,CUST01412,Referral,2025-06-14,Lost,3,Agent A
LEAD01104,CUST00727,Social Media,2026-03-05,New,65,Agent C
LEAD01105,CUST00569,Event,2026-07-09,Lost,7,Agent E
LEAD01106,CUST01280,Website,2025-12-20,Converted,28,Agent C
LEAD01107,CUST00342,Advertisement,2025-06-27,Contacted,80,Agent E
LEAD01108,CUST01044,Email,2026-05-21,Qualified,50,Agent D
LEAD01109,CUST00968,Website,2026-05-08,Converted,38,Agent C
LEAD01110,CUST01350,Advertisement,2025-11-21,Contacted,30,Agent A
LEAD01111,CUST01248,Social Media,2025-03-10,Lost,67,Agent C
LEAD01112,CUST01351,Social Media,2025-09-21,New,96,Agent D
LEAD01113,CUST00427,Advertisement,2025-09-15,Qualified,74,Agent A
LEAD01114,CUST00281,Event,2025-04-23,Qualified,36,Agent D
LEAD01115,CUST01068,Referral,2025-08-28,New,43,Agent C
LEAD01116,CUST00115,Email,2025-04-02,Contacted,11,Agent B
LEAD01117,CUST00909,Email,2026-02-17,Lost,15,Agent D
LEAD01118,CUST01251,Referral,2025-09-15,Lost,27,Agent D
LEAD01119,CUST01642,Email,2026-03-12,Converted,39,Agent B
LEAD01120,CUST01307,Event,2025-09-29,Converted,100,Agent E
LEAD01121,CUST01990,Referral,2026-03-02,New,88,Agent E
LEAD01122,CUST01114,Social Media,2026-03-14,Qualified,12,Agent D
LEAD01123,CUST00893,Advertisement,2025-04-06,Contacted,34,Agent E
LEAD01124,CUST00492,Referral,2025-09-21,Contacted,6,Agent A
LEAD01125,CUST01347,Email,2026-03-23,Converted,7,Agent B
LEAD01126,CUST01622,Email,2025-12-20,Converted,38,Agent E
LEAD01127,CUST00642,Advertisement,2025-05-13,Contacted,96,Agent B
LEAD01128,CUST00152,Referral,2026-05-12,Qualified,19,Agent D
LEAD01129,CUST00021,Referral,2025-04-30,Lost,69,Agent B
LEAD01130,CUST01265,Advertisement,2026-08-16,Contacted,40,Agent D
LEAD01131,CUST01327,Social Media,2026-02-26,Contacted,55,Agent A
LEAD01132,CUST00241,Event,2025-07-12,New,87,Agent D
LEAD01133,CUST00046,Event,2025-04-26,New,83,Agent B
LEAD01134,CUST01309,Event,2026-06-22,Contacted,83,Agent B
LEAD01135,CUST00796,Event,2025-11-09,New,42,Agent C
LEAD01136,CUST00836,Social Media,2026-04-26,Qualified,5,Agent E
LEAD01137,CUST00525,Social Media,2026-05-11,Converted,99,Agent D
LEAD01138,CUST01437,Social Media,2025-02-10,Lost,100,Agent C
LEAD01139,CUST01490,Event,2026-02-12,Lost,86,Agent D
LEAD01140,CUST00105,Email,2025-07-19,Qualified,48,Agent E
LEAD01141,CUST00179,Event,2026-06-26,New,29,Agent B
LEAD01142,CUST01111,Email,2025-05-11,Converted,18,Agent E
LEAD01143,CUST01207,Social Media,2025-01-20,Qualified,38,Agent C
LEAD01144,CUST00290,Email,2026-01-31,Lost,34,Agent B
LEAD01145,CUST00317,Social Media,2025-11-26,Qualified,28,Agent B
LEAD01146,CUST01365,Social Media,2025-11-27,Qualified,96,Agent B
LEAD01147,CUST00910,Website,2025-06-06,Contacted,66,Agent A
LEAD01148,CUST00240,Referral,2025-10-22,Lost,23,Agent A
LEAD01149,CUST01220,Email,2026-07-29,Contacted,64,Agent C
LEAD01150,CUST00148,Website,2026-04-01,New,71,Agent A
LEAD01151,CUST00462,Referral,2026-08-10,Contacted,53,Agent C
LEAD01152,CUST01427,Email,2025-07-18,Qualified,95,Agent A
LEAD01153,CUST00445,Advertisement,2026-06-03,Lost,97,Agent B
LEAD01154,CUST00128,Social Media,2025-08-17,New,44,Agent B
LEAD01155,CUST01920,Social Media,2026-07-12,Qualified,48,Agent C
LEAD01156,CUST00450,Event,2026-05-31,New,22,Agent D
LEAD01157,CUST01030,Email,2025-04-09,New,79,Agent B
LEAD01158,CUST01650,Social Media,2026-08-03,New,94,Agent B
LEAD01159,CUST01980,Referral,2025-12-28,New,66,Agent C
LEAD01160,CUST01620,Social Media,2026-04-08,Contacted,21,Agent D
LEAD01161,CUST00680,Referral,2025-12-12,Contacted,52,Agent A
LEAD01162,CUST01709,Email,2025-05-10,Qualified,80,Agent C
LEAD01163,CUST00026,Website,2026-08-10,Contacted,5,Agent E
LEAD01164,CUST00653,Event,2025-03-09,Converted,60,Agent A
LEAD01165,CUST00399,Website,2026-04-28,Converted,66,Agent E
LEAD01166,CUST01057,Advertisement,2025-05-05,Lost,54,Agent C
LEAD01167,CUST01784,Event,2026-04-14,Contacted,65,Agent C
LEAD01168,CUST01547,Website,2025-09-09,Converted,90,Agent B
LEAD01169,CUST01997,Advertisement,2025-05-21,Lost,13,Agent E
LEAD01170,CUST00274,Event,2025-05-22,Converted,58,Agent B
LEAD01171,CUST01505,Event,2025-07-10,Contacted,80,Agent D
LEAD01172,CUST01449,Website,2026-06-22,Contacted,83,Agent D
LEAD01173,CUST00913,Referral,2026-04-04,Contacted,47,Agent C
LEAD01174,CUST00195,Email,2026-02-04,Contacted,100,Agent C
LEAD01175,CUST00209,Social Media,2026-01-11,Converted,33,Agent D
LEAD01176,CUST01827,Event,2025-09-06,Converted,45,Agent E
LEAD01177,CUST00591,Advertisement,2026-06-22,New,83,Agent B
LEAD01178,CUST01275,Social Media,2025-06-13,New,44,Agent C
LEAD01179,CUST01892,Social Media,2026-07-16,Contacted,35,Agent A
LEAD01180,CUST00987,Email,2025-08-15,Converted,56,Agent A
LEAD01181,CUST00420,Website,2025-07-23,Lost,63,Agent C
LEAD01182,CUST00970,Social Media,2025-10-11,Lost,97,Agent E
LEAD01183,CUST00459,Advertisement,2026-03-23,Contacted,62,Agent C
LEAD01184,CUST00363,Referral,2026-03-02,Converted,19,Agent E
LEAD01185,CUST01622,Referral,2026-04-02,Converted,6,Agent E
LEAD01186,CUST00692,Social Media,2025-02-23,Qualified,97,Agent B
LEAD01187,CUST01370,Website,2025-04-06,Converted,43,Agent A
LEAD01188,CUST01455,Website,2026-05-21,Contacted,21,Agent D
LEAD01189,CUST01099,Referral,2026-08-08,Qualified,23,Agent E
LEAD01190,CUST01082,Advertisement,2025-03-18,Qualified,11,Agent E
LEAD01191,CUST00362,Referral,2026-06-23,Lost,20,Agent E
LEAD01192,CUST01059,Email,2025-06-06,Converted,79,Agent C
LEAD01193,CUST01504,Social Media,2026-08-07,Contacted,66,Agent E
LEAD01194,CUST00391,Email,2026-08-16,New,60,Agent C
LEAD01195,CUST00465,Referral,2026-01-15,Contacted,2,Agent B
